,race,age,gender
2016,white,tenager,female
1527,white,senior,male
10084,black,tenager,male
38247,white,tenager,male
41188,other,adult,male
8141,white,adult,female
40762,white,senior,male
20066,white,senior,female
8420,asian,young-adult,female
38042,native,tenager,male
19502,white,adult,male
7184,other,child,female
13,other,adult,male
31314,other,adult,male
15082,white,senior,female
11128,asian,adult,male
41897,asian,adult,female
28370,white,tenager,female
30870,other,tenager,male
25723,white,adult,female
36497,white,adult,female
40946,white,adult,male
773,white,tenager,female
37521,white,tenager,male
44670,other,tenager,female
34763,white,adult,female
3549,white,senior,male
14028,white,adult,male
9518,other,adult,female
42316,native,young-adult,male
2484,white,adult,male
32025,asian,young-adult,female
23370,white,tenager,male
18733,other,child,male
25327,white,young-adult,female
28324,other,adult,male
30584,white,adult,female
24409,other,tenager,female
15724,white,tenager,male
25331,asian,tenager,female
41195,white,senior,male
29728,other,tenager,male
11896,white,young-adult,female
44230,white,adult,female
36762,white,adult,female
10634,white,senior,male
30218,other,tenager,female
2987,white,adult,male
40894,asian,tenager,male
16238,black,tenager,male
25381,white,senior,male
19238,white,senior,female
44580,white,adult,male
44476,asian,adult,male
25554,asian,adult,male
944,asian,young-adult,female
1333,white,tenager,female
31877,asian,adult,male
17303,white,adult,female
3071,other,tenager,male
20039,white,adult,female
12896,white,senior,female
16113,white,adult,female
11358,white,adult,male
42702,other,tenager,female
43784,white,young-adult,female
36428,white,senior,female
3911,white,adult,female
44637,asian,senior,male
13586,white,tenager,male
17771,native,adult,female
35921,black,adult,male
36178,pacific-islander,young-adult,male
12767,black,adult,male
38608,white,senior,male
16199,white,adult,male
9376,native,adult,male
43968,asian,adult,female
17839,white,adult,female
17956,black,adult,male
35129,other,adult,male
23254,asian,adult,female
26261,white,child,female
19279,white,adult,male
18709,black,adult,male
36092,asian,tenager,male
2937,white,adult,female
12264,white,adult,female
2243,black,adult,female
19710,asian,adult,male
4972,white,senior,male
24376,white,senior,male
34306,white,tenager,female
19069,black,adult,male
35924,white,senior,female
23594,white,senior,female
35846,white,adult,female
34944,white,senior,female
38901,other,child,female
37875,other,adult,male
22398,asian,adult,male
6148,white,adult,female
20256,asian,tenager,female
37102,native,senior,female
4613,white,tenager,male
7867,asian,young-adult,male
29912,asian,young-adult,female
36149,white,adult,male
21377,other,adult,male
34154,other,adult,female
18411,asian,adult,female
1397,white,child,female
2055,white,adult,female
8783,white,senior,male
18324,white,adult,male
33417,black,tenager,male
20221,white,child,male
21433,white,adult,male
18410,asian,adult,male
5097,white,adult,female
24360,white,adult,female
21076,other,tenager,female
16459,white,senior,male
8316,white,adult,male
25328,asian,adult,female
8436,asian,young-adult,female
25817,asian,adult,female
27807,white,tenager,male
40556,pacific-islander,child,female
13052,asian,adult,male
1547,black,adult,female
2927,white,adult,female
36962,white,adult,male
22104,white,tenager,female
16068,white,tenager,male
19278,white,adult,female
39869,white,senior,male
23279,other,adult,female
40854,white,adult,female
41038,white,adult,female
36638,white,senior,female
7836,white,adult,female
26272,asian,tenager,female
30088,white,adult,male
13291,black,adult,male
24969,white,senior,male
11735,asian,adult,female
42929,other,tenager,male
32319,black,tenager,female
23072,white,senior,male
4744,white,adult,male
34900,black,adult,male
11398,white,adult,male
6285,asian,senior,female
38744,other,child,female
24452,other,tenager,female
36423,white,senior,male
11961,white,adult,female
34840,asian,adult,male
6574,white,senior,female
43773,white,senior,male
16158,black,adult,female
26700,white,senior,female
5346,asian,tenager,female
43438,black,senior,female
28677,white,adult,female
12625,white,adult,female
43712,asian,child,male
25404,other,tenager,female
18482,white,adult,male
23867,asian,child,male
554,white,senior,male
28600,other,adult,male
44414,white,young-adult,male
30780,white,young-adult,male
41948,other,adult,male
32885,white,adult,male
37722,other,tenager,female
22915,white,senior,male
41831,white,tenager,female
28011,native,tenager,female
26229,white,adult,female
7151,white,senior,female
1948,white,adult,male
36074,other,adult,male
22571,white,adult,male
40209,white,tenager,female
41787,white,senior,male
40737,white,senior,female
7558,other,senior,female
18071,white,tenager,female
8605,white,young-adult,female
16788,white,adult,female
32476,white,adult,male
39512,white,adult,female
29565,other,tenager,female
33450,white,adult,male
40699,white,tenager,male
35396,white,adult,male
40178,white,adult,female
3713,white,adult,female
3870,asian,adult,female
17789,asian,young-adult,female
40892,asian,adult,female
39106,other,tenager,male
21472,black,adult,male
26045,white,adult,female
34715,asian,tenager,female
40892,asian,adult,female
26270,asian,adult,male
35164,white,adult,male
24863,white,senior,female
14724,asian,adult,female
31232,white,adult,male
38486,other,senior,female
26659,white,young-adult,female
28014,other,senior,female
40453,black,tenager,male
16088,white,young-adult,male
11825,white,adult,female
36282,black,adult,female
22250,white,child,female
31822,white,adult,female
25984,white,senior,male
43205,other,child,female
25778,asian,adult,male
3759,white,adult,male
33032,other,tenager,female
19608,asian,adult,male
38394,white,senior,male
2905,white,adult,male
4457,white,tenager,male
38782,asian,senior,male
17,white,tenager,male
38117,white,adult,female
26908,other,adult,male
6801,other,adult,male
18634,white,adult,male
6046,white,adult,female
8278,other,tenager,female
19853,white,adult,female
43809,white,adult,male
31720,white,adult,male
6174,white,senior,female
2296,asian,senior,female
23257,asian,tenager,male
9180,white,tenager,female
37979,other,adult,female
26851,white,adult,female
21593,white,adult,female
5841,black,tenager,male
115,other,adult,female
8261,white,adult,male
24017,white,adult,male
39941,other,tenager,male
36048,other,adult,male
22613,black,adult,female
9499,white,child,female
3246,white,adult,female
20538,white,senior,female
1207,asian,adult,female
13008,white,child,male
26568,white,senior,female
40509,white,adult,male
24769,white,adult,male
15914,white,adult,male
34124,white,adult,female
22235,white,tenager,female
8952,white,tenager,male
23835,white,senior,male
37928,white,adult,female
38257,white,senior,male
36266,asian,adult,male
3180,other,child,female
34176,white,adult,male
38587,other,adult,female
38579,asian,young-adult,male
9306,black,adult,male
4893,white,adult,male
20127,other,adult,female
8557,white,young-adult,female
35131,other,adult,male
26449,white,senior,male
35615,other,tenager,male
5104,asian,adult,male
30911,white,senior,female
13715,white,adult,male
41897,asian,adult,female
5036,white,senior,female
7187,white,adult,female
1437,white,tenager,female
41437,pacific-islander,adult,male
19750,asian,adult,male
43267,white,senior,male
38230,asian,adult,female
31527,white,adult,female
10988,asian,tenager,female
5623,white,adult,female
11976,white,adult,male
44142,other,adult,female
41484,white,senior,male
1933,white,adult,female
42927,other,adult,female
2927,white,adult,female
35779,white,adult,male
6721,white,adult,female
42826,black,adult,male
763,white,adult,female
24652,white,adult,female
12586,white,senior,female
5014,white,tenager,male
37186,asian,adult,female
8436,asian,young-adult,female
39068,white,tenager,female
29541,white,tenager,female
10508,asian,adult,male
19640,white,senior,female
25731,asian,adult,female
41699,white,senior,female
24781,white,adult,male
526,white,adult,female
6465,white,senior,female
19692,white,tenager,male
7296,white,adult,female
16065,white,adult,female
44431,asian,tenager,male
43232,white,adult,female
230,other,tenager,female
11140,white,adult,female
36053,asian,adult,male
24023,asian,young-adult,female
12889,black,tenager,male
16341,white,senior,female
18203,white,young-adult,female
25664,white,tenager,female
6492,white,adult,male
37983,other,adult,male
32745,white,young-adult,female
32038,white,adult,male
4573,white,tenager,male
22372,white,adult,male
35954,white,tenager,male
22893,white,adult,male
19990,asian,adult,female
22183,white,adult,male
24505,white,child,female
16318,white,adult,female
39440,white,adult,female
17681,asian,tenager,male
30337,white,adult,female
34704,white,adult,female
1651,black,adult,male
16138,white,senior,female
22293,white,senior,male
16294,white,adult,male
20766,white,senior,female
42126,other,child,female
5348,asian,tenager,male
18680,other,adult,male
20288,white,adult,male
18738,white,tenager,male
31949,native,adult,female
24119,white,adult,female
34383,white,adult,female
23446,white,senior,female
41820,pacific-islander,senior,male
17648,white,senior,female
9815,white,senior,male
26119,white,senior,female
17458,asian,adult,female
40187,white,adult,female
20818,white,adult,male
21884,asian,adult,male
29563,asian,adult,female
43714,white,senior,male
19997,white,tenager,female
31878,asian,adult,female
40556,pacific-islander,child,female
512,white,senior,female
24030,white,adult,male
8193,white,adult,male
20004,white,senior,male
15776,white,tenager,male
28993,white,adult,female
9973,white,senior,female
20425,white,adult,female
20528,white,senior,male
44793,white,adult,female
7073,black,adult,female
8556,white,tenager,male
38354,white,adult,male
5241,asian,senior,female
20622,other,adult,male
29946,white,senior,female
38349,white,tenager,male
43946,white,tenager,female
37198,other,tenager,male
27323,asian,young-adult,male
32318,black,tenager,male
7206,native,adult,male
15942,white,adult,male
15924,white,adult,male
4502,white,adult,female
39062,white,senior,male
43098,other,child,female
24408,asian,tenager,male
22595,white,tenager,female
41008,white,senior,female
7504,native,tenager,male
42281,black,senior,male
6173,native,child,female
7099,white,senior,male
24867,white,tenager,male
26376,white,senior,female
10737,white,senior,male
12479,asian,adult,female
32792,white,tenager,male
9087,black,adult,male
39104,other,young-adult,female
24626,asian,adult,female
25191,white,tenager,male
15874,white,senior,male
37197,asian,adult,male
18130,white,young-adult,male
26758,white,child,female
39141,white,child,male
43152,white,tenager,female
36867,other,senior,male
8290,asian,adult,male
20720,white,adult,female
19801,white,adult,male
3747,white,adult,female
40331,white,child,female
36122,white,tenager,female
37656,other,adult,male
41874,native,tenager,female
882,white,tenager,female
31821,white,senior,male
2323,other,senior,female
34332,other,adult,male
13084,asian,adult,male
36548,other,tenager,female
11680,white,adult,female
2653,white,senior,male
8466,white,adult,male
20886,white,senior,male
13613,white,tenager,female
40438,white,senior,female
34672,white,adult,female
18352,asian,young-adult,male
29927,asian,tenager,female
14092,other,tenager,male
44515,white,adult,female
44518,asian,adult,female
6768,white,adult,male
42506,white,adult,male
16117,white,adult,male
12210,white,tenager,male
24771,white,tenager,female
27026,other,young-adult,male
6710,white,adult,female
42438,asian,adult,male
950,white,child,male
29702,white,tenager,female
11999,native,child,female
31719,asian,adult,female
41047,white,tenager,male
27047,black,adult,male
32965,asian,adult,female
36807,white,senior,female
32752,white,adult,male
24,black,young-adult,male
24910,asian,tenager,male
