,SERIALNO,AGEP,SCHL,SEX,RAC1P,HINCP,VEH,NP
480,2017000082350,adult,High-school,female,white,4,2.0,2.0
481,2017000082557,adult,Bachelor,male,white,8,3.0,3.0
482,2017000082557,adult,college,female,white,8,3.0,3.0
483,2017000082557,tenager,below-high,female,white,8,3.0,3.0
484,2017000083512,senior,Graduate,male,white,5,2.0,2.0
485,2017000083512,senior,college,female,white,5,2.0,2.0
486,2017000083666,adult,college,male,white,9,2.0,4.0
487,2017000083666,adult,college,female,white,9,2.0,4.0
488,2017000083666,tenager,below-high,male,white,9,2.0,4.0
489,2017000083666,tenager,below-high,female,white,9,2.0,4.0
490,2017000084036,senior,below-high,male,white,3,1.0,1.0
491,2017000084284,senior,Bachelor,female,white,8,2.0,2.0
492,2017000084284,senior,college,male,white,8,2.0,2.0
493,2017000084527,young-adult,college,female,white,3,1.0,2.0
494,2017000084527,child,below-high,female,white,3,1.0,2.0
495,2017000084607,adult,High-school,male,white,8,3.0,1.0
496,2017000085302,adult,High-school,female,white,3,1.0,4.0
497,2017000085302,tenager,below-high,male,white,3,1.0,4.0
498,2017000085302,tenager,below-high,female,white,3,1.0,4.0
499,2017000085302,tenager,below-high,female,white,3,1.0,4.0
500,2017000085483,adult,High-school,male,white,6,3.0,2.0
501,2017000085483,adult,Bachelor,female,white,6,3.0,2.0
502,2017000085770,young-adult,High-school,female,white,6,2.0,2.0
503,2017000085770,young-adult,High-school,male,white,6,2.0,2.0
504,2017000085937,adult,college,male,white,7,2.0,1.0
505,2017000085950,senior,Bachelor,female,white,3,3.0,1.0
506,2017000086066,senior,High-school,male,white,9,3.0,2.0
507,2017000086066,adult,college,female,white,9,3.0,2.0
508,2017000086285,young-adult,Bachelor,female,white,3,1.0,1.0
509,2017000086708,adult,High-school,female,white,8,2.0,2.0
510,2017000086708,adult,Bachelor,male,white,8,2.0,2.0
511,2017000087194,adult,below-high,male,white,7,1.0,2.0
512,2017000087194,senior,High-school,female,white,7,1.0,2.0
513,2017000087476,senior,college,male,white,6,2.0,2.0
514,2017000087476,senior,college,female,white,6,2.0,2.0
515,2017000087534,senior,below-high,female,white,7,1.0,2.0
516,2017000087534,senior,High-school,male,white,7,1.0,2.0
517,2017000088066,senior,college,male,white,6,2.0,2.0
518,2017000088066,adult,college,female,white,6,2.0,2.0
519,2017000089225,senior,Graduate,female,white,8,1.0,1.0
520,2017000089239,senior,Bachelor,male,white,10,3.0,5.0
521,2017000089239,adult,Graduate,female,white,10,3.0,5.0
522,2017000089239,adult,Bachelor,male,white,10,3.0,5.0
523,2017000089239,adult,Bachelor,male,white,10,3.0,5.0
524,2017000089239,senior,Bachelor,female,white,10,3.0,5.0
525,2017000089465,senior,college,female,white,2,1.0,1.0
526,2017000089817,adult,college,female,white,8,2.0,3.0
527,2017000089817,adult,college,male,other,8,2.0,3.0
528,2017000089817,tenager,below-high,female,other,8,2.0,3.0
529,2017000090245,senior,High-school,female,white,5,2.0,2.0
530,2017000090245,senior,High-school,male,white,5,2.0,2.0
531,2017000090285,adult,below-high,male,white,4,1.0,1.0
532,2017000090782,senior,High-school,female,white,7,3.0,2.0
533,2017000090782,senior,High-school,male,white,7,3.0,2.0
534,2017000090788,adult,college,male,white,6,2.0,1.0
535,2017000091635,young-adult,High-school,male,white,4,2.0,2.0
536,2017000091635,young-adult,High-school,male,white,4,2.0,2.0
537,2017000092014,adult,college,female,native,4,1.0,6.0
538,2017000092014,adult,High-school,male,native,4,1.0,6.0
539,2017000092014,adult,High-school,male,native,4,1.0,6.0
540,2017000092014,tenager,below-high,male,native,4,1.0,6.0
541,2017000092014,tenager,below-high,male,native,4,1.0,6.0
542,2017000092014,tenager,below-high,female,native,4,1.0,6.0
543,2017000092299,adult,High-school,male,white,7,3.0,2.0
544,2017000092299,adult,High-school,female,white,7,3.0,2.0
545,2017000092478,adult,High-school,male,white,6,2.0,4.0
546,2017000092478,adult,college,female,other,6,2.0,4.0
547,2017000092478,tenager,below-high,male,other,6,2.0,4.0
548,2017000092478,child,below-high,male,other,6,2.0,4.0
549,2017000093178,senior,High-school,female,white,10,2.0,1.0
550,2017000093400,adult,college,female,native,2,2.0,2.0
551,2017000093400,tenager,below-high,female,native,2,2.0,2.0
552,2017000093513,senior,Bachelor,male,white,5,1.0,2.0
553,2017000093513,senior,below-high,female,white,5,1.0,2.0
554,2017000093560,senior,Bachelor,male,white,7,3.0,2.0
555,2017000093560,senior,Bachelor,female,white,7,3.0,2.0
556,2017000093713,adult,High-school,male,white,7,2.0,5.0
557,2017000093713,adult,college,female,white,7,2.0,5.0
558,2017000093713,tenager,below-high,male,white,7,2.0,5.0
559,2017000093713,tenager,below-high,female,white,7,2.0,5.0
560,2017000093713,child,below-high,female,white,7,2.0,5.0
561,2017000095056,senior,college,female,white,7,3.0,2.0
562,2017000095056,senior,High-school,male,white,7,3.0,2.0
563,2017000095075,adult,High-school,female,white,7,3.0,2.0
564,2017000095075,adult,High-school,male,white,7,3.0,2.0
565,2017000095603,adult,High-school,female,white,6,3.0,4.0
566,2017000095603,adult,High-school,male,white,6,3.0,4.0
567,2017000095603,child,below-high,male,white,6,3.0,4.0
568,2017000095603,senior,High-school,female,white,6,3.0,4.0
569,2017000095805,senior,college,female,white,6,1.0,1.0
570,2017000095837,adult,Bachelor,female,white,5,2.0,2.0
571,2017000095837,tenager,below-high,female,white,5,2.0,2.0
572,2017000095975,senior,below-high,female,white,5,2.0,2.0
573,2017000095975,senior,High-school,male,white,5,2.0,2.0
574,2017000096445,adult,below-high,female,native,2,1.0,7.0
575,2017000096445,tenager,below-high,female,native,2,1.0,7.0
576,2017000096445,tenager,below-high,female,native,2,1.0,7.0
577,2017000096445,tenager,below-high,male,native,2,1.0,7.0
578,2017000096445,tenager,below-high,male,native,2,1.0,7.0
579,2017000096445,child,below-high,female,native,2,1.0,7.0
580,2017000096445,adult,High-school,male,native,2,1.0,7.0
581,2017000096685,senior,college,female,white,3,1.0,1.0
582,2017000097643,adult,college,male,white,6,2.0,2.0
583,2017000097643,senior,High-school,female,white,6,2.0,2.0
584,2017000097966,senior,High-school,male,white,5,1.0,2.0
585,2017000097966,senior,High-school,male,white,5,1.0,2.0
586,2017000098174,adult,college,male,white,8,3.0,1.0
587,2017000099009,adult,High-school,female,native,4,1.0,5.0
588,2017000099009,adult,below-high,male,native,4,1.0,5.0
589,2017000099009,young-adult,High-school,female,native,4,1.0,5.0
590,2017000099009,young-adult,below-high,female,native,4,1.0,5.0
591,2017000099009,tenager,below-high,male,native,4,1.0,5.0
592,2017000099056,adult,below-high,female,native,2,1.0,5.0
593,2017000099056,tenager,below-high,female,native,2,1.0,5.0
594,2017000099056,tenager,below-high,male,native,2,1.0,5.0
595,2017000099056,tenager,below-high,female,native,2,1.0,5.0
596,2017000099056,child,below-high,male,other,2,1.0,5.0
597,2017000099421,senior,college,female,white,5,2.0,2.0
598,2017000099421,senior,college,male,white,5,2.0,2.0
599,2017000099424,adult,Graduate,female,white,10,3.0,4.0
600,2017000099424,adult,below-high,male,white,10,3.0,4.0
601,2017000099424,tenager,below-high,female,white,10,3.0,4.0
602,2017000099424,tenager,below-high,female,white,10,3.0,4.0
603,2017000099445,adult,High-school,male,white,3,3.0,2.0
604,2017000099445,adult,High-school,female,white,3,3.0,2.0
605,2017000099717,adult,Graduate,female,white,7,2.0,2.0
606,2017000099717,adult,High-school,male,white,7,2.0,2.0
607,2017000100215,senior,Bachelor,male,white,8,3.0,3.0
608,2017000100215,senior,Bachelor,female,white,8,3.0,3.0
609,2017000100215,senior,below-high,female,white,8,3.0,3.0
610,2017000100440,senior,below-high,female,native,3,0.0,8.0
611,2017000100440,adult,High-school,male,native,3,0.0,8.0
612,2017000100440,adult,below-high,female,native,3,0.0,8.0
613,2017000100440,young-adult,High-school,male,native,3,0.0,8.0
614,2017000100440,young-adult,High-school,female,native,3,0.0,8.0
615,2017000100440,child,below-high,male,native,3,0.0,8.0
616,2017000100440,adult,college,male,native,3,0.0,8.0
617,2017000100440,adult,High-school,male,native,3,0.0,8.0
618,2017000100776,senior,High-school,female,white,2,1.0,1.0
619,2017000101711,adult,Bachelor,female,white,7,3.0,5.0
620,2017000101711,adult,High-school,male,white,7,3.0,5.0
621,2017000101711,tenager,below-high,female,white,7,3.0,5.0
622,2017000101711,tenager,below-high,female,white,7,3.0,5.0
623,2017000101711,tenager,below-high,male,white,7,3.0,5.0
624,2017000102265,adult,High-school,female,white,4,1.0,2.0
625,2017000102265,child,below-high,female,white,4,1.0,2.0
626,2017000103444,adult,High-school,male,white,8,3.0,4.0
627,2017000103444,tenager,below-high,male,white,8,3.0,4.0
628,2017000103444,tenager,below-high,female,white,8,3.0,4.0
629,2017000103444,adult,college,female,white,8,3.0,4.0
630,2017000103676,senior,Bachelor,male,white,6,2.0,2.0
631,2017000103676,senior,High-school,female,white,6,2.0,2.0
632,2017000103765,senior,below-high,female,white,3,0.0,1.0
633,2017000104067,senior,High-school,male,white,6,2.0,3.0
634,2017000104067,senior,Graduate,female,white,6,2.0,3.0
635,2017000104067,adult,below-high,male,white,6,2.0,3.0
636,2017000104109,senior,Bachelor,female,white,10,3.0,2.0
637,2017000104109,senior,college,male,white,10,3.0,2.0
638,2017000104144,senior,High-school,male,white,7,2.0,2.0
639,2017000104144,senior,college,female,white,7,2.0,2.0
640,2017000104736,adult,college,female,white,7,2.0,2.0
641,2017000104736,adult,Bachelor,female,white,7,2.0,2.0
642,2017000105439,adult,below-high,male,white,4,1.0,1.0
643,2017000105503,adult,High-school,female,white,3,1.0,1.0
644,2017000105683,adult,High-school,male,white,5,1.0,1.0
645,2017000106205,senior,college,male,white,8,2.0,1.0
646,2017000106656,senior,college,female,white,3,2.0,2.0
647,2017000106656,senior,High-school,male,white,3,2.0,2.0
648,2017000106657,adult,college,female,native,5,1.0,4.0
649,2017000106657,tenager,below-high,female,native,5,1.0,4.0
650,2017000106657,child,below-high,male,native,5,1.0,4.0
651,2017000106657,adult,below-high,male,native,5,1.0,4.0
652,2017000106820,young-adult,High-school,male,native,4,2.0,1.0
653,2017000107041,senior,below-high,male,white,3,2.0,2.0
654,2017000107041,senior,High-school,female,white,3,2.0,2.0
655,2017000107105,senior,High-school,female,white,4,1.0,1.0
656,2017000108685,adult,Bachelor,female,white,6,1.0,1.0
657,2017000109029,senior,Bachelor,female,white,5,1.0,1.0
658,2017000109051,senior,college,female,white,8,3.0,2.0
659,2017000109051,senior,college,male,white,8,3.0,2.0
660,2017000109788,senior,Graduate,female,white,5,1.0,1.0
661,2017000110289,senior,college,female,white,2,1.0,1.0
662,2017000110374,adult,Bachelor,male,white,5,1.0,1.0
663,2017000110478,senior,Graduate,male,white,6,2.0,2.0
664,2017000110478,senior,college,female,white,6,2.0,2.0
665,2017000110486,senior,Bachelor,male,white,7,3.0,2.0
666,2017000110486,senior,High-school,female,white,7,3.0,2.0
667,2017000111254,adult,Graduate,male,white,8,2.0,2.0
668,2017000111254,adult,college,female,white,8,2.0,2.0
669,2017000112030,adult,college,male,white,2,1.0,1.0
670,2017000112469,adult,below-high,male,white,5,3.0,3.0
671,2017000112469,adult,High-school,female,white,5,3.0,3.0
672,2017000112469,tenager,below-high,female,white,5,3.0,3.0
673,2017000114092,senior,High-school,female,white,3,1.0,2.0
674,2017000114092,senior,below-high,male,white,3,1.0,2.0
675,2017000114596,adult,Bachelor,female,white,2,1.0,1.0
676,2017000114639,adult,college,female,white,6,2.0,2.0
677,2017000114639,senior,Bachelor,male,white,6,2.0,2.0
678,2017000114664,young-adult,college,male,white,10,1.0,1.0
679,2017000114732,senior,High-school,male,white,5,3.0,1.0
680,2017000114905,adult,Bachelor,female,white,10,3.0,5.0
681,2017000114905,adult,Bachelor,male,white,10,3.0,5.0
682,2017000114905,young-adult,Bachelor,male,white,10,3.0,5.0
683,2017000114905,tenager,below-high,male,white,10,3.0,5.0
684,2017000114905,tenager,below-high,female,white,10,3.0,5.0
685,2017000114929,adult,High-school,male,white,6,2.0,2.0
686,2017000114929,young-adult,college,male,white,6,2.0,2.0
687,2017000115235,adult,High-school,female,native,3,1.0,6.0
688,2017000115235,young-adult,below-high,female,native,3,1.0,6.0
689,2017000115235,tenager,below-high,female,native,3,1.0,6.0
690,2017000115235,tenager,below-high,female,native,3,1.0,6.0
691,2017000115235,tenager,below-high,male,native,3,1.0,6.0
692,2017000115235,adult,High-school,male,native,3,1.0,6.0
693,2017000115511,adult,Graduate,male,white,8,3.0,4.0
694,2017000115511,adult,Graduate,female,white,8,3.0,4.0
695,2017000115511,tenager,below-high,female,white,8,3.0,4.0
696,2017000115511,tenager,below-high,male,white,8,3.0,4.0
697,2017000115659,senior,college,male,white,5,3.0,2.0
698,2017000115659,senior,Bachelor,female,white,5,3.0,2.0
699,2017000115889,adult,Bachelor,male,white,8,2.0,5.0
700,2017000115889,adult,Bachelor,female,white,8,2.0,5.0
701,2017000115889,tenager,below-high,male,white,8,2.0,5.0
702,2017000115889,tenager,below-high,male,white,8,2.0,5.0
703,2017000115889,tenager,below-high,male,white,8,2.0,5.0
704,2017000115995,adult,Bachelor,male,white,6,1.0,3.0
705,2017000115995,adult,below-high,female,white,6,1.0,3.0
706,2017000115995,child,below-high,male,white,6,1.0,3.0
707,2017000116428,senior,Bachelor,male,white,7,3.0,3.0
708,2017000116428,senior,college,female,white,7,3.0,3.0
709,2017000116428,adult,High-school,female,white,7,3.0,3.0
710,2017000116453,adult,college,female,white,6,2.0,3.0
711,2017000116453,adult,below-high,male,white,6,2.0,3.0
712,2017000116453,tenager,below-high,male,white,6,2.0,3.0
713,2017000116876,senior,Bachelor,female,white,6,1.0,1.0
714,2017000116947,adult,Graduate,female,white,7,2.0,2.0
715,2017000116947,adult,college,male,white,7,2.0,2.0
716,2017000117330,senior,High-school,female,white,7,2.0,3.0
717,2017000117330,adult,High-school,female,white,7,2.0,3.0
718,2017000117330,adult,college,female,white,7,2.0,3.0
719,2017000117532,adult,college,female,native,7,3.0,3.0
720,2017000117532,adult,High-school,male,white,7,3.0,3.0
721,2017000117532,young-adult,college,female,native,7,3.0,3.0
722,2017000117590,senior,college,female,white,6,2.0,2.0
723,2017000117590,adult,college,male,white,6,2.0,2.0
724,2017000117939,senior,Bachelor,male,white,4,2.0,2.0
725,2017000117939,senior,college,female,white,4,2.0,2.0
726,2017000118128,young-adult,Bachelor,female,white,3,2.0,2.0
727,2017000118128,young-adult,Bachelor,male,white,3,2.0,2.0
728,2017000118303,adult,below-high,female,white,7,3.0,6.0
729,2017000118303,adult,High-school,male,white,7,3.0,6.0
730,2017000118303,young-adult,college,female,white,7,3.0,6.0
731,2017000118303,tenager,below-high,female,white,7,3.0,6.0
732,2017000118303,tenager,below-high,male,white,7,3.0,6.0
733,2017000118303,child,below-high,male,white,7,3.0,6.0
734,2017000118486,senior,High-school,female,white,6,2.0,2.0
735,2017000118486,adult,High-school,male,white,6,2.0,2.0
736,2017000118655,adult,college,female,white,4,1.0,1.0
737,2017000118683,senior,college,female,white,2,1.0,1.0
738,2017000118900,adult,Bachelor,female,white,8,2.0,2.0
739,2017000118900,adult,Bachelor,male,white,8,2.0,2.0
740,2017000119690,senior,college,female,white,5,3.0,3.0
741,2017000119690,senior,High-school,male,white,5,3.0,3.0
742,2017000119690,young-adult,college,male,white,5,3.0,3.0
743,2017000120042,adult,High-school,female,white,5,2.0,1.0
744,2017000121098,adult,college,female,native,4,1.0,2.0
745,2017000121098,tenager,below-high,female,native,4,1.0,2.0
746,2017000121346,adult,college,male,white,3,1.0,2.0
747,2017000121346,adult,college,female,white,3,1.0,2.0
748,2017000122095,senior,Bachelor,male,white,7,2.0,2.0
749,2017000122095,senior,Bachelor,female,white,7,2.0,2.0
750,2017000122501,adult,High-school,male,white,8,3.0,4.0
751,2017000122501,adult,college,female,white,8,3.0,4.0
752,2017000122501,adult,college,male,white,8,3.0,4.0
753,2017000122501,child,below-high,male,white,8,3.0,4.0
754,2017000122607,senior,High-school,male,white,5,2.0,2.0
755,2017000122607,senior,High-school,female,white,5,2.0,2.0
756,2017000122682,senior,High-school,male,white,5,2.0,2.0
757,2017000122682,senior,High-school,female,white,5,2.0,2.0
758,2017000122843,adult,college,male,white,7,3.0,3.0
759,2017000122843,adult,college,female,white,7,3.0,3.0
760,2017000122843,tenager,below-high,female,white,7,3.0,3.0
761,2017000123449,senior,Bachelor,male,white,10,3.0,2.0
762,2017000123449,adult,college,female,white,10,3.0,2.0
763,2017000123466,adult,Bachelor,female,white,7,2.0,3.0
764,2017000123466,adult,Bachelor,male,white,7,2.0,3.0
765,2017000123466,child,below-high,female,white,7,2.0,3.0
766,2017000123996,senior,Graduate,female,white,5,1.0,1.0
767,2017000124751,adult,High-school,male,white,10,2.0,2.0
768,2017000124751,adult,Graduate,female,white,10,2.0,2.0
769,2017000125778,adult,Graduate,female,white,6,1.0,1.0
770,2017000126140,adult,Graduate,male,white,9,3.0,5.0
771,2017000126140,adult,Bachelor,female,white,9,3.0,5.0
772,2017000126140,tenager,below-high,male,white,9,3.0,5.0
773,2017000126140,tenager,below-high,female,white,9,3.0,5.0
774,2017000126140,tenager,below-high,female,white,9,3.0,5.0
775,2017000126303,senior,Bachelor,male,white,8,3.0,2.0
776,2017000126303,senior,Bachelor,female,white,8,3.0,2.0
777,2017000126402,senior,below-high,male,white,5,3.0,2.0
778,2017000126402,senior,college,female,white,5,3.0,2.0
779,2017000126563,adult,college,female,native,7,1.0,7.0
780,2017000126563,adult,college,male,native,7,1.0,7.0
781,2017000126563,tenager,below-high,male,native,7,1.0,7.0
782,2017000126563,tenager,below-high,female,native,7,1.0,7.0
783,2017000126563,tenager,below-high,male,native,7,1.0,7.0
784,2017000126563,tenager,below-high,male,native,7,1.0,7.0
