,SERIALNO,NP,VEH,HINCP,WIF
659,2017000240632,2,2.0,13200.0,0.0
660,2017000241868,3,2.0,130000.0,
661,2017000242130,2,1.0,3800.0,1.0
662,2017000243034,0,,,
663,2017000243899,2,3.0,104200.0,0.0
664,2017000243925,0,,,
665,2017000244356,1,2.0,8500.0,
666,2017000245220,1,4.0,30000.0,
667,2017000245463,1,1.0,30000.0,
668,2017000245578,1,1.0,49700.0,
669,2017000245870,1,0.0,24700.0,
670,2017000247354,3,0.0,47000.0,
671,2017000247365,7,3.0,52600.0,1.0
672,2017000247426,2,2.0,68800.0,
673,2017000247487,15,1.0,275900.0,3.0
674,2017000249361,4,2.0,109600.0,1.0
675,2017000250149,1,2.0,5800.0,
676,2017000250716,2,2.0,47900.0,0.0
677,2017000250735,0,,,
678,2017000250967,5,2.0,90000.0,2.0
679,2017000252014,2,4.0,8400.0,0.0
680,2017000252029,5,6.0,130100.0,3.0
681,2017000252151,1,1.0,38000.0,
682,2017000252268,7,6.0,73400.0,2.0
683,2017000252456,2,4.0,53500.0,
684,2017000252739,2,1.0,45500.0,1.0
685,2017000253305,1,2.0,24300.0,
686,2017000253626,2,3.0,147000.0,0.0
687,2017000253671,2,2.0,39300.0,1.0
688,2017000253684,2,3.0,90800.0,2.0
689,2017000254051,2,2.0,61900.0,1.0
690,2017000254107,2,4.0,82000.0,2.0
691,2017000254367,4,5.0,80600.0,3.0
692,2017000254386,2,3.0,70200.0,2.0
693,2017000254905,2,2.0,85000.0,2.0
694,2017000255004,1,0.0,13800.0,
695,2017000255206,1,5.0,263000.0,
696,2017000256741,2,1.0,11500.0,2.0
697,2017000258009,2,2.0,46000.0,2.0
698,2017000258034,4,4.0,109000.0,1.0
699,2017000258374,3,2.0,19800.0,2.0
700,2017000258556,2,2.0,127000.0,2.0
701,2017000258679,2,4.0,102000.0,2.0
702,2017000258753,3,3.0,90000.0,1.0
703,2017000259331,2,3.0,56600.0,
704,2017000259936,0,,,
705,2017000261601,1,2.0,10800.0,
706,2017000262078,4,3.0,91000.0,2.0
707,2017000262087,2,2.0,52800.0,2.0
708,2017000262252,2,2.0,22000.0,0.0
709,2017000262393,2,3.0,348000.0,1.0
710,2017000262418,2,1.0,26300.0,
711,2017000262742,2,2.0,98300.0,2.0
712,2017000265967,0,,,
713,2017000266332,2,6.0,56500.0,2.0
714,2017000266548,0,,,
715,2017000266663,0,,,
716,2017000267151,1,1.0,60000.0,
717,2017000267773,1,1.0,50000.0,
718,2017000268116,2,3.0,67000.0,2.0
719,2017000268355,5,2.0,25500.0,1.0
720,2017000268767,2,3.0,99000.0,2.0
721,2017000270797,1,1.0,0.0,
722,2017000271289,1,1.0,48000.0,
723,2017000271639,1,0.0,2600.0,
724,2017000271727,1,2.0,42700.0,
725,2017000272009,1,0.0,60000.0,
726,2017000272125,0,,,
727,2017000272207,0,,,
728,2017000272232,2,2.0,61300.0,2.0
729,2017000272688,2,3.0,21600.0,1.0
730,2017000272712,2,2.0,117000.0,2.0
731,2017000272804,0,,,
732,2017000273382,1,3.0,100100.0,
733,2017000273795,1,1.0,39900.0,
734,2017000274200,2,2.0,383000.0,2.0
735,2017000274653,3,3.0,101500.0,2.0
736,2017000274857,2,5.0,88600.0,1.0
737,2017000275927,1,1.0,39600.0,
738,2017000276044,3,2.0,60000.0,0.0
739,2017000276155,1,1.0,18000.0,
740,2017000276164,0,,,
741,2017000276434,2,2.0,60000.0,2.0
742,2017000276571,3,4.0,72300.0,0.0
743,2017000276752,2,3.0,43000.0,1.0
744,2017000276764,2,3.0,74100.0,2.0
745,2017000276990,5,2.0,106000.0,2.0
746,2017000277015,4,4.0,64200.0,3.0
747,2017000278021,6,0.0,100300.0,1.0
748,2017000278135,4,3.0,116000.0,2.0
749,2017000278488,2,2.0,58900.0,2.0
750,2017000278639,1,1.0,78000.0,
751,2017000279006,1,1.0,30600.0,
752,2017000279465,4,2.0,105000.0,2.0
753,2017000279996,1,1.0,27000.0,
754,2017000280399,2,2.0,35000.0,1.0
755,2017000280665,4,2.0,92000.0,2.0
756,2017000280690,3,3.0,92000.0,2.0
757,2017000281212,2,3.0,363000.0,2.0
758,2017000281447,2,3.0,69400.0,2.0
759,2017000282278,4,3.0,45000.0,2.0
760,2017000282533,2,2.0,20000.0,0.0
761,2017000282544,3,1.0,1300.0,1.0
762,2017000282605,2,2.0,-7799.0,2.0
763,2017000283067,2,2.0,39600.0,2.0
764,2017000284254,4,2.0,393000.0,2.0
765,2017000285095,2,2.0,13400.0,0.0
766,2017000285301,3,3.0,202000.0,3.0
767,2017000286117,1,1.0,39400.0,
768,2017000286282,2,2.0,136000.0,2.0
769,2017000286400,0,,,
770,2017000286443,0,,,
771,2017000286963,0,,,
772,2017000287314,4,2.0,88100.0,2.0
773,2017000287423,2,2.0,29000.0,1.0
774,2017000287425,2,2.0,27000.0,0.0
775,2017000287510,1,2.0,35000.0,
776,2017000288070,2,2.0,50000.0,2.0
777,2017000288965,1,1.0,33000.0,
778,2017000289481,4,4.0,108000.0,2.0
779,2017000289651,2,4.0,35000.0,1.0
780,2017000290089,0,,,
781,2017000290214,1,1.0,15600.0,
782,2017000290552,2,1.0,20000.0,1.0
783,2017000291177,2,2.0,45200.0,1.0
784,2017000291568,2,4.0,110000.0,2.0
785,2017000293898,1,2.0,30100.0,
786,2017000294097,2,2.0,104000.0,2.0
787,2017000294422,0,,,
788,2017000294433,0,,,
789,2017000294442,1,1.0,30000.0,
790,2017000294676,4,4.0,164000.0,3.0
791,2017000295214,7,0.0,6000.0,0.0
792,2017000295271,2,3.0,60000.0,
793,2017000295462,1,1.0,0.0,
794,2017000295704,4,4.0,56700.0,1.0
795,2017000296224,2,5.0,138000.0,2.0
796,2017000297008,1,1.0,24000.0,
797,2017000297086,5,4.0,116004.0,3.0
798,2017000297241,1,1.0,25200.0,
799,2017000297285,2,2.0,313010.0,
800,2017000297423,3,2.0,103500.0,2.0
801,2017000297786,0,,,
802,2017000298575,2,4.0,204200.0,2.0
803,2017000298816,3,2.0,136000.0,2.0
804,2017000300139,1,0.0,54100.0,
805,2017000300700,1,1.0,3600.0,
806,2017000301547,5,4.0,78000.0,3.0
807,2017000301644,2,2.0,45000.0,1.0
808,2017000301787,1,1.0,40000.0,
809,2017000302585,5,2.0,89000.0,2.0
810,2017000302841,0,,,
811,2017000302894,1,1.0,13500.0,
812,2017000302895,9,2.0,10000.0,1.0
813,2017000304118,4,2.0,48000.0,2.0
814,2017000304459,2,2.0,78000.0,2.0
815,2017000304539,4,2.0,147000.0,2.0
816,2017000304855,2,2.0,38000.0,1.0
817,2017000305039,1,1.0,9000.0,
818,2017000306021,3,1.0,86000.0,3.0
819,2017000306097,4,1.0,45450.0,0.0
820,2017000306258,1,1.0,54700.0,
821,2017000306949,1,2.0,34200.0,
822,2017000307701,1,1.0,40000.0,
823,2017000307886,2,0.0,14400.0,0.0
824,2017000308324,2,2.0,37400.0,0.0
825,2017000308478,0,,,
826,2017000308928,1,2.0,39200.0,
827,2017000309059,1,1.0,120020.0,
828,2017000309116,2,3.0,87000.0,2.0
829,2017000309856,2,3.0,89200.0,2.0
830,2017000310970,1,2.0,30000.0,
831,2017000311094,1,1.0,22700.0,
832,2017000311541,2,2.0,100200.0,2.0
833,2017000311574,1,0.0,13600.0,
834,2017000311646,4,2.0,84000.0,2.0
835,2017000312237,1,1.0,60000.0,
836,2017000312814,2,2.0,60000.0,0.0
837,2017000312961,7,3.0,79800.0,3.0
838,2017000313202,2,3.0,117000.0,2.0
839,2017000313270,0,,,
840,2017000313413,1,1.0,19000.0,
841,2017000313482,2,2.0,62600.0,0.0
842,2017000313977,0,,,
843,2017000314175,3,3.0,209600.0,2.0
844,2017000314245,1,1.0,65000.0,
845,2017000314554,2,3.0,125300.0,1.0
846,2017000314580,5,5.0,113000.0,3.0
847,2017000314844,2,2.0,41800.0,0.0
848,2017000315443,2,2.0,66500.0,1.0
849,2017000315472,1,1.0,32000.0,
850,2017000315765,4,1.0,18200.0,1.0
851,2017000316558,2,2.0,80000.0,2.0
852,2017000316689,2,1.0,39300.0,2.0
853,2017000316729,3,3.0,83300.0,3.0
854,2017000316776,2,2.0,49900.0,1.0
855,2017000316832,2,2.0,73050.0,2.0
856,2017000316981,2,2.0,65200.0,0.0
857,2017000317360,2,2.0,51500.0,2.0
858,2017000317488,2,3.0,40000.0,
859,2017000317538,2,2.0,39000.0,
860,2017000317721,1,1.0,40900.0,
861,2017000318072,1,1.0,36300.0,
862,2017000318649,0,,,
863,2017000319002,5,2.0,81000.0,1.0
864,2017000319770,4,6.0,162000.0,3.0
865,2017000320885,1,1.0,50000.0,
866,2017000320904,4,3.0,81000.0,2.0
867,2017000321027,1,2.0,48000.0,
868,2017000321408,3,1.0,46100.0,1.0
869,2017000321619,1,2.0,33700.0,
870,2017000321708,1,3.0,50000.0,
871,2017000321792,1,1.0,27700.0,
872,2017000321848,1,2.0,21900.0,
873,2017000321875,2,3.0,140000.0,2.0
874,2017000322408,1,1.0,14000.0,
875,2017000322961,1,2.0,65000.0,
876,2017000322980,5,1.0,33000.0,1.0
877,2017000323063,3,2.0,76000.0,2.0
878,2017000323189,3,2.0,54200.0,1.0
879,2017000323411,4,1.0,96000.0,3.0
880,2017000323652,7,0.0,3600.0,0.0
881,2017000324092,1,1.0,42000.0,
882,2017000325064,1,1.0,46300.0,
883,2017000325244,4,3.0,156000.0,2.0
884,2017000325270,0,,,
885,2017000326105,2,1.0,119000.0,2.0
886,2017000327304,0,,,
887,2017000327906,2,1.0,115000.0,
888,2017000328494,2,4.0,53500.0,1.0
889,2017000328759,3,3.0,58400.0,2.0
890,2017000329465,2,2.0,110000.0,1.0
891,2017000329506,4,2.0,123600.0,2.0
892,2017000329510,3,3.0,42400.0,
893,2017000329761,0,,,
894,2017000329967,5,4.0,70130.0,2.0
895,2017000330025,2,2.0,50400.0,0.0
896,2017000330807,2,2.0,52000.0,2.0
897,2017000331357,4,2.0,77900.0,2.0
898,2017000331400,6,4.0,110300.0,1.0
899,2017000332436,2,2.0,54700.0,0.0
900,2017000332718,2,1.0,0.0,0.0
901,2017000332979,0,,,
902,2017000334118,5,3.0,69000.0,2.0
903,2017000334492,2,2.0,80300.0,0.0
904,2017000334611,2,3.0,190000.0,2.0
905,2017000335776,2,2.0,63900.0,1.0
906,2017000335814,5,3.0,76800.0,3.0
907,2017000335861,1,2.0,13000.0,
908,2017000336774,0,,,
909,2017000336802,0,,,
910,2017000336947,0,,,
911,2017000339527,0,,,
912,2017000340089,6,0.0,111000.0,3.0
913,2017000340107,3,3.0,26000.0,
914,2017000340142,3,3.0,106000.0,2.0
915,2017000340363,1,1.0,41000.0,
916,2017000340623,1,0.0,236800.0,
917,2017000340686,1,0.0,2440.0,
918,2017000341411,1,0.0,25900.0,
919,2017000341803,2,2.0,75000.0,2.0
920,2017000341828,4,2.0,66300.0,1.0
921,2017000341943,1,1.0,26930.0,
922,2017000342095,3,1.0,123300.0,2.0
923,2017000342396,2,3.0,56400.0,1.0
924,2017000342665,2,2.0,106600.0,2.0
925,2017000342692,9,2.0,95600.0,2.0
926,2017000343344,4,2.0,48000.0,1.0
927,2017000343680,0,,,
928,2017000344239,5,2.0,105000.0,2.0
929,2017000344896,2,1.0,17000.0,1.0
930,2017000345455,2,2.0,64500.0,1.0
931,2017000346353,0,,,
932,2017000346415,1,1.0,22800.0,
933,2017000346435,1,2.0,0.0,
934,2017000346493,2,2.0,75700.0,2.0
935,2017000346849,3,4.0,64100.0,0.0
936,2017000347253,2,2.0,270000.0,2.0
937,2017000347498,1,2.0,21700.0,
938,2017000349567,1,2.0,103450.0,
939,2017000349652,1,0.0,51200.0,
940,2017000349858,2,5.0,66600.0,2.0
941,2017000349862,5,4.0,103000.0,3.0
942,2017000349954,3,2.0,45000.0,2.0
943,2017000350155,3,1.0,10300.0,0.0
944,2017000350416,3,1.0,17000.0,1.0
945,2017000351035,2,2.0,114600.0,2.0
946,2017000351078,2,3.0,18700.0,0.0
947,2017000351634,1,1.0,37900.0,
948,2017000351877,7,2.0,46800.0,2.0
949,2017000352372,1,1.0,0.0,
950,2017000353305,2,3.0,44830.0,1.0
951,2017000353372,1,1.0,24000.0,
952,2017000353400,1,2.0,21600.0,
953,2017000354353,0,,,
954,2017000354988,3,5.0,354000.0,3.0
955,2017000356281,5,5.0,131350.0,3.0
956,2017000356533,3,3.0,65000.0,1.0
957,2017000356747,5,1.0,7400.0,1.0
958,2017000357502,2,5.0,38700.0,1.0
959,2017000357732,2,3.0,61000.0,2.0
960,2017000358404,3,3.0,45300.0,3.0
961,2017000358551,0,,,
962,2017000358867,5,4.0,135270.0,2.0
963,2017000359145,3,2.0,17500.0,2.0
964,2017000359723,2,3.0,16900.0,1.0
965,2017000360389,2,3.0,56760.0,0.0
966,2017000360453,2,4.0,20000.0,0.0
967,2017000360616,3,1.0,1500.0,0.0
968,2017000360658,4,2.0,70000.0,2.0
969,2017000360846,4,1.0,24200.0,1.0
970,2017000360881,3,3.0,90000.0,2.0
971,2017000360898,1,1.0,1300.0,
972,2017000362255,5,3.0,126900.0,2.0
973,2017000362355,2,1.0,6700.0,0.0
974,2017000362932,3,3.0,51800.0,1.0
975,2017000364401,6,4.0,96000.0,2.0
976,2017000364404,0,,,
977,2017000364498,2,1.0,114320.0,1.0
978,2017000364591,6,3.0,282000.0,3.0
979,2017000364610,2,0.0,190.0,0.0
980,2017000364896,1,2.0,23700.0,
981,2017000365576,3,1.0,58000.0,1.0
982,2017000365816,2,2.0,88600.0,2.0
983,2017000366302,1,1.0,29400.0,
984,2017000366660,0,,,
985,2017000366687,3,3.0,71000.0,2.0
986,2017000367017,5,1.0,82000.0,1.0
987,2017000367772,1,2.0,30200.0,
988,2017000367784,2,2.0,57200.0,2.0
989,2017000368675,4,2.0,113200.0,2.0
990,2017000368787,4,3.0,86000.0,2.0
991,2017000368841,2,2.0,73000.0,1.0
992,2017000369265,4,4.0,112000.0,3.0
993,2017000370030,4,2.0,35600.0,2.0
994,2017000370235,1,1.0,43200.0,
995,2017000371738,1,2.0,40000.0,
996,2017000372012,2,2.0,21800.0,1.0
997,2017000372782,4,3.0,115000.0,2.0
998,2017000373008,2,4.0,142000.0,
999,2017000373129,2,2.0,21800.0,
1000,2017000373339,2,2.0,56000.0,2.0
1001,2017000373482,3,2.0,115000.0,2.0
1002,2017000374257,2,2.0,153500.0,2.0
1003,2017000374309,0,,,
1004,2017000374367,6,3.0,62500.0,2.0
1005,2017000375036,2,3.0,92000.0,2.0
1006,2017000375388,2,2.0,66600.0,0.0
1007,2017000375944,1,4.0,38000.0,
1008,2017000376140,5,5.0,104500.0,3.0
1009,2017000376234,1,2.0,44600.0,
1010,2017000376723,3,3.0,71500.0,3.0
1011,2017000376767,4,2.0,19900.0,0.0
1012,2017000376951,1,2.0,38400.0,
1013,2017000377710,0,,,
1014,2017000377728,0,,,
1015,2017000377869,3,2.0,71800.0,1.0
1016,2017000378140,2,2.0,92000.0,2.0
1017,2017000378323,2,2.0,66770.0,2.0
1018,2017000378331,1,3.0,58000.0,
1019,2017000378519,5,2.0,113500.0,2.0
1020,2017000378751,5,2.0,253000.0,2.0
1021,2017000378988,1,1.0,28000.0,
1022,2017000379266,6,3.0,80020.0,1.0
1023,2017000379504,2,6.0,137000.0,2.0
1024,2017000380052,1,6.0,39610.0,
1025,2017000380546,3,4.0,42400.0,1.0
1026,2017000381350,3,2.0,52000.0,2.0
1027,2017000381355,1,1.0,59000.0,
1028,2017000382235,2,3.0,116800.0,0.0
1029,2017000382633,2,2.0,155000.0,2.0
1030,2017000383023,1,3.0,32000.0,
1031,2017000385260,2,4.0,227000.0,1.0
1032,2017000385604,3,1.0,48400.0,2.0
1033,2017000385693,2,4.0,48000.0,1.0
1034,2017000385912,6,2.0,46000.0,2.0
1035,2017000386053,2,3.0,76200.0,2.0
1036,2017000386282,1,1.0,35000.0,
1037,2017000386319,2,3.0,85000.0,2.0
1038,2017000386418,0,,,
1039,2017000386442,3,2.0,8000.0,1.0
1040,2017000386475,1,2.0,3600.0,
1041,2017000386616,3,3.0,116200.0,3.0
1042,2017000388586,2,2.0,92000.0,2.0
1043,2017000388638,6,4.0,81200.0,2.0
1044,2017000388797,1,1.0,5000.0,
1045,2017000388845,2,3.0,47390.0,2.0
1046,2017000389365,3,2.0,59000.0,2.0
1047,2017000390620,2,2.0,3460.0,0.0
1048,2017000390747,4,2.0,40000.0,2.0
1049,2017000390979,4,2.0,92000.0,2.0
1050,2017000391023,2,3.0,105000.0,2.0
1051,2017000391101,3,3.0,100000.0,3.0
1052,2017000391107,0,,,
1053,2017000391183,3,1.0,42500.0,2.0
1054,2017000391376,2,2.0,21500.0,0.0
1055,2017000391501,0,,,
1056,2017000391812,3,3.0,137200.0,2.0
1057,2017000391955,5,5.0,57700.0,2.0
1058,2017000392363,1,3.0,43800.0,
1059,2017000393712,1,1.0,8000.0,
1060,2017000393726,0,,,
1061,2017000393817,3,3.0,45240.0,2.0
1062,2017000394108,0,,,
1063,2017000394792,2,2.0,169400.0,0.0
1064,2017000395000,2,1.0,94700.0,1.0
1065,2017000395263,1,1.0,14500.0,
1066,2017000395860,4,2.0,55100.0,2.0
1067,2017000396152,0,,,
1068,2017000396546,2,1.0,22700.0,1.0
1069,2017000396671,5,4.0,254000.0,2.0
1070,2017000397283,1,3.0,39600.0,
1071,2017000398108,1,1.0,12700.0,
1072,2017000399878,1,1.0,16220.0,
1073,2017000400310,0,,,
1074,2017000400382,2,3.0,40700.0,1.0
1075,2017000400523,1,2.0,48100.0,
1076,2017000400566,3,3.0,53200.0,2.0
1077,2017000400863,5,4.0,138600.0,3.0
1078,2017000401098,2,1.0,52700.0,0.0
1079,2017000401166,4,2.0,82110.0,2.0
1080,2017000401350,5,2.0,51700.0,2.0
1081,2017000401404,6,2.0,58000.0,1.0
1082,2017000402730,0,,,
1083,2017000402849,0,,,
1084,2017000402919,2,2.0,19200.0,2.0
1085,2017000404118,2,3.0,84000.0,2.0
1086,2017000404580,2,2.0,80500.0,2.0
1087,2017000404654,2,2.0,94000.0,2.0
1088,2017000404794,2,2.0,29800.0,0.0
1089,2017000404852,3,2.0,13200.0,1.0
1090,2017000405046,2,2.0,31600.0,0.0
1091,2017000406634,0,,,
1092,2017000406908,2,0.0,42400.0,0.0
1093,2017000407207,4,2.0,116000.0,2.0
1094,2017000407479,2,2.0,50200.0,1.0
1095,2017000408249,0,,,
1096,2017000408832,0,,,
1097,2017000409148,2,2.0,37800.0,0.0
1098,2017000409188,1,1.0,31000.0,
1099,2017000409491,1,1.0,10700.0,
1100,2017000409519,1,2.0,40000.0,
1101,2017000409804,1,2.0,87900.0,
1102,2017000409837,1,1.0,130000.0,
1103,2017000410605,4,2.0,96000.0,2.0
1104,2017000410900,4,3.0,145000.0,2.0
1105,2017000411842,3,1.0,14400.0,1.0
1106,2017000412185,1,1.0,28000.0,
1107,2017000412267,0,,,
1108,2017000413135,2,2.0,47000.0,
1109,2017000413227,1,2.0,65000.0,
1110,2017000413379,5,1.0,1000.0,0.0
1111,2017000413575,2,2.0,46000.0,1.0
1112,2017000413734,2,2.0,84600.0,1.0
1113,2017000413867,2,2.0,8820.0,
1114,2017000414415,4,2.0,105000.0,2.0
1115,2017000415042,1,2.0,18900.0,
1116,2017000415695,6,2.0,30750.0,2.0
1117,2017000416006,2,3.0,99900.0,2.0
1118,2017000416802,5,3.0,85400.0,3.0
1119,2017000416938,5,3.0,103800.0,2.0
1120,2017000416993,1,1.0,44300.0,
1121,2017000417118,2,3.0,74000.0,2.0
1122,2017000419590,2,5.0,27200.0,0.0
1123,2017000420082,1,1.0,33700.0,
1124,2017000420106,3,3.0,81000.0,1.0
1125,2017000420517,2,2.0,57200.0,2.0
1126,2017000421226,2,2.0,226300.0,2.0
1127,2017000421482,4,3.0,28190.0,3.0
1128,2017000421649,2,3.0,100830.0,2.0
1129,2017000421654,2,2.0,20100.0,
1130,2017000421808,4,4.0,122000.0,3.0
1131,2017000421979,1,0.0,0.0,
1132,2017000422968,2,3.0,146550.0,1.0
1133,2017000423073,2,3.0,42000.0,1.0
1134,2017000423546,2,2.0,26000.0,1.0
1135,2017000423881,2,2.0,50600.0,2.0
1136,2017000424135,0,,,
1137,2017000424923,5,2.0,57000.0,2.0
1138,2017000425036,4,2.0,79000.0,2.0
1139,2017000425151,1,1.0,44500.0,
1140,2017000425330,2,2.0,41300.0,2.0
1141,2017000425397,5,4.0,436000.0,3.0
1142,2017000425612,1,2.0,5500.0,
1143,2017000425872,1,1.0,20800.0,
1144,2017000426069,2,2.0,35800.0,0.0
1145,2017000426455,3,3.0,96700.0,2.0
1146,2017000426540,0,,,
1147,2017000427077,5,4.0,187000.0,3.0
1148,2017000427895,6,2.0,82000.0,2.0
1149,2017000427946,3,2.0,133000.0,2.0
1150,2017000427961,2,3.0,52500.0,1.0
1151,2017000428432,1,1.0,35000.0,
1152,2017000428503,0,,,
1153,2017000428898,2,4.0,67000.0,1.0
1154,2017000428938,2,4.0,50000.0,2.0
1155,2017000429151,2,2.0,55000.0,1.0
1156,2017000429311,0,,,
1157,2017000429601,3,3.0,95850.0,2.0
1158,2017000430207,4,2.0,138000.0,2.0
1159,2017000430355,2,3.0,55700.0,2.0
1160,2017000430426,1,2.0,53100.0,
1161,2017000430626,1,2.0,34400.0,
1162,2017000431571,1,1.0,18900.0,
1163,2017000431876,1,1.0,9400.0,
1164,2017000432028,2,2.0,162900.0,2.0
1165,2017000432367,1,3.0,183000.0,
1166,2017000432447,7,4.0,115000.0,2.0
1167,2017000432786,0,,,
1168,2017000433291,3,3.0,75000.0,1.0
1169,2017000433358,5,3.0,35000.0,1.0
1170,2017000433907,4,4.0,40100.0,1.0
1171,2017000434453,1,1.0,67600.0,
1172,2017000434665,2,4.0,119600.0,1.0
1173,2017000434681,2,2.0,70000.0,
1174,2017000434834,3,3.0,32550.0,3.0
1175,2017000434853,4,2.0,60000.0,2.0
1176,2017000435129,3,2.0,83000.0,2.0
1177,2017000435203,5,2.0,50000.0,2.0
1178,2017000435570,0,,,
1179,2017000435808,2,2.0,56700.0,2.0
1180,2017000435856,2,3.0,63000.0,
1181,2017000436046,2,3.0,43300.0,1.0
1182,2017000436255,3,4.0,67100.0,2.0
1183,2017000436745,7,5.0,376000.0,2.0
1184,2017000437116,2,1.0,17400.0,0.0
1185,2017000437861,2,1.0,46250.0,0.0
1186,2017000438143,2,3.0,47000.0,
1187,2017000438472,1,1.0,20000.0,
1188,2017000438532,3,3.0,64800.0,1.0
1189,2017000438533,2,3.0,73900.0,2.0
1190,2017000438593,2,1.0,38000.0,1.0
1191,2017000438972,3,2.0,67000.0,2.0
1192,2017000438981,4,2.0,69000.0,1.0
1193,2017000439086,2,4.0,133100.0,2.0
1194,2017000439412,3,1.0,2500.0,0.0
1195,2017000439662,1,1.0,2000.0,
1196,2017000440915,2,2.0,70000.0,2.0
1197,2017000441183,2,2.0,55000.0,2.0
1198,2017000441395,2,1.0,87800.0,2.0
1199,2017000442184,4,2.0,85000.0,2.0
1200,2017000442228,2,3.0,86800.0,1.0
1201,2017000442747,2,2.0,286400.0,1.0
1202,2017000443350,2,2.0,39300.0,
1203,2017000443753,0,,,
1204,2017000444814,3,3.0,100000.0,2.0
1205,2017000445704,1,2.0,156270.0,
1206,2017000445779,2,3.0,106000.0,2.0
1207,2017000445918,0,,,
1208,2017000446261,1,2.0,30000.0,
1209,2017000447586,2,3.0,15600.0,1.0
1210,2017000447730,1,2.0,348000.0,
1211,2017000447895,9,4.0,34500.0,1.0
1212,2017000447937,3,2.0,81000.0,2.0
1213,2017000448330,0,,,
1214,2017000448497,4,2.0,75000.0,2.0
1215,2017000449642,4,2.0,85000.0,2.0
1216,2017000449888,0,,,
1217,2017000449951,2,0.0,69560.0,0.0
1218,2017000450497,2,1.0,0.0,0.0
1219,2017000450605,2,2.0,65000.0,2.0
1220,2017000450790,5,2.0,0.0,0.0
1221,2017000451250,3,3.0,96000.0,3.0
1222,2017000451498,4,3.0,115000.0,2.0
1223,2017000451939,3,3.0,45000.0,2.0
1224,2017000452286,5,3.0,70000.0,2.0
1225,2017000452463,0,,,
1226,2017000453462,1,2.0,40000.0,
1227,2017000453800,3,5.0,82600.0,3.0
1228,2017000453953,2,2.0,352800.0,1.0
1229,2017000455178,1,1.0,228900.0,
1230,2017000455728,2,3.0,85000.0,2.0
1231,2017000455997,1,1.0,36900.0,
1232,2017000456806,0,,,
1233,2017000457637,1,1.0,35300.0,
1234,2017000457641,3,4.0,122000.0,3.0
1235,2017000458228,0,,,
1236,2017000458299,4,1.0,34500.0,3.0
1237,2017000459403,0,,,
1238,2017000460480,1,1.0,14300.0,
1239,2017000460573,5,1.0,37300.0,1.0
1240,2017000460927,0,,,
1241,2017000461379,1,0.0,4010.0,
1242,2017000462113,1,2.0,16000.0,
1243,2017000462146,1,0.0,17500.0,
1244,2017000462149,2,4.0,21500.0,0.0
1245,2017000462326,4,1.0,40000.0,1.0
1246,2017000462453,1,2.0,30000.0,
1247,2017000462940,2,3.0,352700.0,2.0
1248,2017000463166,0,,,
1249,2017000463552,1,0.0,26400.0,
1250,2017000463854,1,1.0,46000.0,
1251,2017000463868,5,2.0,99000.0,2.0
1252,2017000463953,4,4.0,87200.0,2.0
1253,2017000463975,2,2.0,134920.0,2.0
1254,2017000463999,2,0.0,8500.0,0.0
1255,2017000464461,4,3.0,109500.0,2.0
1256,2017000464467,1,1.0,39100.0,
1257,2017000464545,0,,,
1258,2017000465539,2,2.0,105000.0,
1259,2017000465632,2,1.0,0.0,0.0
1260,2017000465701,3,3.0,106900.0,3.0
1261,2017000465750,0,,,
1262,2017000466042,1,1.0,40000.0,
1263,2017000466378,2,2.0,95480.0,2.0
1264,2017000466545,2,1.0,31600.0,0.0
1265,2017000466619,1,1.0,39000.0,
1266,2017000466935,2,2.0,60000.0,2.0
1267,2017000466943,6,5.0,138400.0,2.0
1268,2017000467388,0,,,
1269,2017000467569,0,,,
1270,2017000468087,2,1.0,24000.0,1.0
1271,2017000468191,2,3.0,31000.0,1.0
1272,2017000468668,1,1.0,50000.0,
1273,2017000468719,5,3.0,98800.0,3.0
1274,2017000468731,3,3.0,81000.0,2.0
1275,2017000470002,1,1.0,3030.0,
1276,2017000470154,3,2.0,108000.0,1.0
1277,2017000470242,1,1.0,18000.0,
1278,2017000470556,1,1.0,28500.0,
1279,2017000470574,2,1.0,17400.0,0.0
1280,2017000470700,1,1.0,25200.0,
1281,2017000470707,0,,,
1282,2017000471055,3,1.0,60000.0,1.0
1283,2017000471149,1,1.0,54300.0,
1284,2017000471371,1,2.0,24000.0,
1285,2017000471603,1,2.0,32000.0,
1286,2017000472314,2,6.0,44100.0,1.0
1287,2017000472357,1,3.0,230000.0,
1288,2017000472545,5,2.0,113000.0,2.0
1289,2017000472596,3,6.0,201400.0,3.0
1290,2017000473663,1,1.0,2800.0,
1291,2017000473945,0,,,
1292,2017000474206,2,1.0,21000.0,1.0
1293,2017000474258,1,3.0,45600.0,
1294,2017000474306,2,3.0,50000.0,1.0
1295,2017000474682,3,3.0,78000.0,2.0
1296,2017000475165,8,2.0,81300.0,2.0
1297,2017000475741,1,1.0,9800.0,
1298,2017000475771,1,1.0,28000.0,
1299,2017000475895,1,2.0,28100.0,
1300,2017000475983,1,0.0,11600.0,
1301,2017000476044,0,,,
1302,2017000476069,2,2.0,102000.0,2.0
1303,2017000476733,4,3.0,65200.0,2.0
1304,2017000476966,1,2.0,24600.0,
1305,2017000477323,1,2.0,83000.0,
1306,2017000477485,0,,,
1307,2017000479073,0,,,
1308,2017000479291,1,1.0,11600.0,
1309,2017000479754,2,2.0,88000.0,2.0
1310,2017000480362,4,2.0,124700.0,2.0
