Household Identifier,Person Identifier,"Incrementing travel day trip number, starting at 1 for each person in the file",Trip Start Time (HHMM),Trip End Time (HHMM),Trip Duration in Minutes,"Trip distance in miles, derived from route geometry returned by Google Maps API, or from reported loop-trip distance","Trip Mode, derived",Count of People on Trip,Count of Household Members on Trip,Household Vehicle Identifier Used on Trip,Transit wait time in minutes,Count of Transfers,Trip Time to Transit Station in Minutes,Parked or Dropped Off at Station,Time to Destination from Transit in Minutes,Person Identifier Who Drove on Trip,Trip Origin Purpose,Trip origin and destination at identical location,Household Vehicle Used on Trip,Household member drove on trip,Number of household members on trip including respondent,Number of non-household members on trip,Number of people on trip including respondent,Respondent was passenger on trip,Public transportation used on trip,"Generalized purpose of trip, home-based and non-home based",Time at destination,Weekend trip,"Trip distance in miles for personally driven vehicle trips, derived from route geometry returned by Google Maps API",Respondent drove on trip,Trip purpose summary,Household Person Identifier on Trip: 1,Household Person Identifier on Trip: 2,Household Person Identifier on Trip: 3,Household Person Identifier on Trip: 4,Household Person Identifier on Trip: 5,Household Person Identifier on Trip: 6,Household Person Identifier on Trip: 7,Household Person Identifier on Trip: 8,Household Person Identifier on Trip: 9,Household Person Identifier on Trip: 10,Household Person Identifier on Trip: 11,Household Person Identifier on Trip: 12,Household Person Identifier on Trip: 13,Unique identifier for every trip record in the file,Walk as mode used to get to public transit?,POV as mode used to get to public transit?,Bus as mode used to get to public transit?,Rail as mode used to get to public transit?,Subway as mode used to get to public transit?,Other mode used to get to public transit?,Walk as mode used to get from public transit?,POV as mode used to get from public transit?,Bus as mode used to get from public transit?,Rail as mode used to get from public transit?,Subway as mode used to get from public transit?,Other mode used to get from public transit?,Trip Destination Purpose,Travel day - day of week,Home Ownership,Count of household members,Count of household vehicles,Household income,Number of drivers in household,Household state,State FIPS for household address,Count of adult household members at least 18 years old,Number of workers in household,Date of travel day (YYYYMM),Person identifier of household respondent,"Life Cycle classification for the household, derived by attributes pertaining to age, relationship, and work status.","Metropolitan Statistical Area (MSA) category for the household's home address, based on household's home geocode and TIGER/Line Shapefiles.","Population size category of the Metropolitan Statistical Area (MSA), from the 2010-2014 five-year American Community Survey (ACS) API.",MSA heavy rail status for household,"Household's urban area classification, based on home address and 2014 TIGER/Line Shapefile",Urban area size where home address is located,Household in urban/rural area,"Price of gasoline, in cents, on respondent's travel day",2010 Census division classification for the respondent's home address,Census region classification for home address,"Grouping of household by combination of census division, MSA status, and presence of a subway system when population greater than 1 million",Race of household respondent,Hispanic status of household respondent,Core Based Statistical Area (CBSA) FIPS code for the respondent's home address,Sample where the case originated,Age,Educational Attainment,Gender,Primary Activity in Previous Week,Trip info from respondent or proxy,Worker status,"Driver status, derived",Final trip weight,Travel day trip purpose consistent with 1990 NPTS design.,"Trip distance in miles, adjusted for comparability to past surveys",Age (imputed),Gender (imputed),Vehicle Type,Urban / Rural indicator - Trip Origin Block group,Urban / Rural indicator - Trip Destination Block group,Category of the percent of renter-occupied housing in the census tract of the trip origin's location,Category of population density (persons per square mile) in the census tract of the trip origin's location,Category of housing units per square mile in the census tract of the trip origin's location,Category of workers per square mile in the census tract of the trip origin's location,Category of the percent of renter-occupied housing in the census block group of the trip origin's location,Category of population density (persons per square mile) in the census block group of the trip origin's location,Category of housing units per square mile in the census block group of the trip origin's location,Category of the percent of renter-occupied housing in the census tract of the trip destination's location,Category of population density (persons per square mile) in the census tract of the trip destination's location,Category of housing units per square mile in the census tract of the trip destination's location,Category of workers per square mile in the census tract of the trip destination's location,Category of the percent of renter-occupied housing in the census block group of the trip destination's location,Category of population density (persons per square mile) in the census block group of the trip destination's location,Category of housing units per square mile in the census block group of the trip destination's location
30420577,02,02,0807,0835,28,20.062,04,3,1,01,-1,-1,-1,-1,-1,02,06,02,01,01,2,2,4,02,02,NHB,10,02,20.062,01,70,02,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,304205770202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,02,01,4,2,10,2,NY,36,2,1,201609,01,06,03,03,02,04,06,02,236.8,02,01,23,01,02,XXXXX,02,50,05,02,04,02,02,01,119830.302378451,04,22.3711362,50,02,03,R,R,0,300,50,75,0,300,50,05,300,300,150,05,300,300
40405202,01,03,1035,1045,10,3.289,04,1,1,01,-1,-1,-1,-1,-1,01,18,02,01,01,2,0,2,02,02,NHB,2,02,3.289,01,70,01,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,404052020103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,02,02,5,2,06,2,SC,45,2,2,201702,01,06,03,03,02,01,03,01,236.2,05,03,53,02,02,XXXXX,02,32,03,02,01,01,01,01,316145.073899785,04,3.6675639,32,02,03,S,S,40,1500,750,750,60,750,300,05,3000,1500,1500,05,3000,750
30406638,01,02,1025,1027,2,0.361,04,0,0,01,-1,-1,-1,-1,-1,01,14,02,01,01,1,0,1,02,02,NHB,3,02,0.361,01,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304066380102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,04,01,1,1,06,1,SC,45,1,1,201611,01,01,03,03,02,01,03,01,232.4,05,03,53,01,02,XXXXX,02,36,05,02,01,01,01,01,46775.5317925831,04,0.4025511,36,02,03,S,S,50,1500,750,750,30,1500,750,50,1500,750,750,30,1500,750
40224586,03,01,0500,0515,15,2.122,05,0,0,04,-1,-1,-1,-1,-1,03,01,02,01,01,1,0,1,02,02,HBW,600,01,2.122,01,10,02,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,402245860301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,07,01,4,4,06,4,NY,36,4,3,201702,02,10,02,04,02,01,03,01,256.3,02,01,22,01,02,15380,02,48,03,01,01,02,01,01,134043.865070227,01,2.277967,48,01,02,S,T,20,3000,1500,1500,20,3000,1500,20,750,300,350,20,1500,750
40389146,04,01,0740,0820,40,3.369,10,0,0,-1,-1,-1,-1,-1,-1,-1,01,02,02,-1,1,0,1,-1,02,HBO,425,02,-1,-1,20,02,02,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,403891460401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,08,02,02,6,3,06,2,CA,06,3,3,201702,01,04,02,04,02,01,04,01,286.7,09,04,92,01,01,40900,02,10,-1,01,-1,02,-1,-1,839802.29569578,05,3.369,10,01,-1,U,U,30,7000,1500,3000,40,3000,1500,20,7000,3000,3000,20,7000,3000
40591602,02,04,1355,1420,25,2.008,03,1,1,-9,-1,-1,-1,-1,-1,01,14,02,02,01,2,0,2,01,02,NHB,30,02,-1,02,97,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405916020204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,03,01,2,1,05,1,CA,06,2,0,201702,01,10,04,06,02,02,06,01,281.9,09,04,94,01,02,XXXXX,02,50,02,01,97,02,02,02,16524.4885088775,11,2.2391208,50,01,-1,R,T,20,50,50,25,20,50,50,30,300,50,25,30,1500,300
30203043,03,01,0700,0720,20,16.181,03,0,0,02,-1,-1,-1,-1,-1,03,01,02,01,01,1,0,1,02,02,HBW,550,02,16.181,01,10,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302030430301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,02,02,3,4,05,3,WI,55,3,2,201607,01,02,04,06,02,04,06,02,216.5,03,02,34,01,02,XXXXX,02,23,03,01,01,02,01,01,92783.9333859858,01,17.3703035,23,01,01,R,R,05,50,50,25,20,50,50,20,50,50,75,05,50,50
40661684,01,06,0100,0110,10,0.897,06,2,1,02,-1,-1,-1,-1,-1,97,19,02,01,02,2,1,3,01,02,NHB,-9,01,-1,02,50,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406616840106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,07,01,2,2,07,2,NY,36,2,1,201612,01,10,03,01,02,04,06,02,251.6,02,01,23,01,02,XXXXX,02,66,05,02,06,01,01,01,10830.7578658979,08,1.0002447,66,02,04,S,C,60,3000,1500,1500,80,3000,1500,60,7000,3000,3000,60,7000,3000
40375074,02,05,1940,1953,13,3.421,03,1,1,01,-1,-1,-1,-1,-1,01,13,02,01,01,2,0,2,01,02,HBSHOP,-9,02,-1,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403750740205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,2,1,03,1,NC,37,2,0,201701,01,10,02,04,02,04,06,02,238.2,05,03,52,01,02,16740,02,86,02,01,06,01,02,02,248293.207992665,10,3.8147571,86,01,01,C,T,40,1500,750,350,80,3000,1500,40,300,50,75,50,300,300
30388630,01,01,1100,1115,15,3.738,03,2,2,01,-1,-1,-1,-1,-1,01,01,02,01,01,3,0,3,02,02,HBW,15,01,3.738,01,10,01,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,303886300101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,07,01,4,3,07,2,CA,06,2,2,201610,01,06,04,06,02,04,06,02,274.0,09,04,94,06,02,XXXXX,02,40,04,02,01,01,01,01,40230.9727579375,02,4.1682438,40,02,01,R,C,30,50,50,25,20,50,50,70,3000,1500,1500,60,3000,1500
40380051,01,03,1250,1332,42,23.918,03,1,1,01,-1,-1,-1,-1,-1,01,06,02,01,01,2,0,2,02,02,HBO,48,02,23.918,01,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403800510103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,02,3,2,06,2,CA,06,2,2,201703,01,06,01,05,01,01,05,01,286.7,09,04,91,02,02,31080,02,31,03,02,01,01,01,01,1273951.90914638,05,26.6709618,31,02,01,U,U,30,17000,3000,5000,05,7000,3000,80,17000,7000,5000,80,17000,7000
30059249,01,10,2010,2020,10,2.034,03,0,0,01,-1,-1,-1,-1,-1,01,16,02,01,01,1,0,1,02,02,NHB,10,01,2.034,01,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300592490110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,06,02,1,1,04,1,NY,36,1,1,201609,01,01,03,01,02,01,01,01,235.7,02,01,23,03,02,XXXXX,02,25,04,01,05,01,01,01,24244.3773098749,03,2.2681134,25,01,01,S,S,70,3000,300,750,70,3000,300,60,7000,3000,3000,60,3000,1500
40642366,01,01,0615,0645,30,17.801,04,1,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,1,2,02,02,HBO,90,02,17.801,01,97,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406423660101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,05,01,1,1,10,1,TX,48,1,1,201612,01,01,03,02,02,01,01,01,209.2,07,03,73,01,02,XXXXX,02,60,03,01,97,01,01,01,46202.4992334477,04,19.8498951,60,01,03,T,S,05,300,50,25,05,750,300,40,1500,750,750,60,3000,1500
40077181,01,04,2030,2045,15,2.29,03,3,3,01,-1,-1,-1,-1,-1,01,11,02,01,01,4,0,4,02,02,HBSHOP,-9,02,2.29,01,01,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,400771810104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,4,1,01,2,TX,48,2,2,201702,01,04,02,05,02,01,04,01,218.1,07,03,72,03,02,26420,02,36,05,01,01,01,01,01,333090.532636017,03,2.553579,36,01,01,U,U,40,7000,3000,3000,60,7000,7000,80,17000,7000,5000,90,17000,7000
30503509,01,04,1530,1545,15,4.766,03,0,0,02,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,165,02,4.766,01,40,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305035090104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,02,01,3,3,07,3,CA,06,3,2,201607,01,08,02,04,02,01,04,01,282.6,09,04,92,03,02,40900,02,48,02,02,01,01,01,01,62370.9146676133,03,5.3145666,48,02,01,C,S,40,7000,3000,3000,20,7000,1500,40,1500,750,750,90,750,300
30327214,02,02,1600,1630,30,8.474,03,0,0,02,-1,-1,-1,-1,-1,02,17,02,01,01,1,0,1,02,02,HBSOCREC,-9,02,8.474,01,01,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303272140202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,04,01,3,2,06,2,TX,48,3,1,201608,01,10,02,05,02,01,04,01,205.2,07,03,72,02,02,19100,02,60,04,02,06,02,02,01,58991.7801442342,08,9.4493574,60,02,03,C,C,05,7000,3000,3000,20,7000,3000,05,7000,1500,3000,05,7000,3000
30512787,01,02,0810,0815,5,1.767,04,1,0,01,-1,-1,-1,-1,-1,01,06,02,01,01,1,1,2,02,02,NHB,1,02,1.767,01,70,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305127870102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,05,01,1,1,08,1,CA,06,1,0,201608,01,09,03,02,02,01,01,01,267.7,09,04,93,01,02,XXXXX,02,80,04,01,06,01,02,01,9787.81983047239,04,1.9703817,80,01,03,T,C,30,1500,300,750,30,750,300,40,7000,1500,3000,50,7000,3000
30244625,02,01,1330,1415,45,6.3,02,0,0,-1,-1,-1,-1,-1,-1,-1,01,01,02,-1,1,0,1,-1,02,HBO,10,01,-1,-1,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302446250201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,07,01,2,2,06,2,NC,37,2,0,201609,01,10,03,01,02,01,01,01,228.4,05,03,53,01,02,XXXXX,02,75,04,01,06,01,02,01,38537.5208650167,10,6.3,75,01,-1,T,T,30,300,300,75,20,750,300,30,300,300,75,20,750,300
40118500,02,06,2031,2047,16,0.266,01,0,0,-1,-1,-1,-1,-1,-1,-1,16,02,02,-1,1,0,1,-1,02,NHB,-9,01,-1,-1,50,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401185000206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,06,01,2,3,11,2,SC,45,2,0,201703,01,10,03,03,02,04,06,02,234.5,05,03,53,01,02,XXXXX,02,75,05,02,06,01,02,01,21185.2019287213,10,0.266,75,02,-1,R,R,0,300,300,75,0,300,1500,0,300,300,75,0,300,1500
40700335,01,02,1630,1730,60,17.941,11,0,0,-1,10,0,10,-1,10,-1,03,02,02,-1,1,0,1,-1,01,HBW,-9,02,-1,-1,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,407003350102,01,02,02,02,02,02,01,02,02,02,02,02,01,06,01,3,2,06,2,NY,36,3,2,201611,01,02,01,05,01,01,05,01,245.8,02,01,21,01,02,35620,02,55,03,02,01,01,01,01,207982.372858408,01,17.941,55,02,-1,U,U,60,1500,1500,750,60,1500,1500,60,17000,7000,5000,20,17000,7000
30508937,04,02,0945,1000,15,1.734,03,1,1,01,-1,-1,-1,-1,-1,01,97,02,01,01,2,0,2,01,02,NHB,20,02,-1,02,40,01,02,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,305089370402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,03,02,5,1,03,3,CA,06,2,1,201605,01,06,02,04,02,01,04,01,271.0,09,04,92,01,02,40900,02,14,01,02,-1,02,-1,-1,827777.051966192,03,1.9335834,14,02,01,U,U,70,7000,1500,1500,80,7000,3000,50,7000,3000,3000,50,7000,3000
30156191,02,03,1605,1634,29,10.355,04,2,1,01,-1,-1,-1,-1,-1,02,08,02,01,01,2,1,3,02,02,HBO,-9,02,10.355,01,01,02,01,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,301561910203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,02,6,2,03,4,CA,06,4,2,201609,01,06,03,03,02,01,03,01,266.0,09,04,93,03,02,XXXXX,02,39,03,02,05,01,01,01,372148.091962315,05,11.5468605,39,02,03,U,S,70,7000,3000,3000,60,7000,3000,50,3000,750,750,40,1500,300
30424137,01,02,0845,0850,5,0.312,06,0,0,01,-1,-1,-1,-1,-1,01,13,02,01,01,1,0,1,02,02,NHB,10,01,0.312,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304241370102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,01,01,2,3,08,2,GA,13,2,1,201606,01,10,03,02,02,02,06,01,240.8,05,03,53,01,02,XXXXX,02,65,02,01,06,01,02,01,153334.465444729,03,0.3479112,65,01,04,T,T,30,300,300,150,30,300,50,30,300,300,150,30,300,50
30193725,01,03,1330,1340,10,1.583,03,0,0,03,-1,-1,-1,-1,-1,01,18,02,01,01,1,0,1,02,02,HBO,-9,02,1.583,01,01,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,301937250103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,4,3,03,4,CA,06,4,1,201608,01,02,03,01,02,01,01,01,267.7,09,04,93,01,02,XXXXX,02,61,03,02,97,01,02,01,39985.3137476689,06,1.7652033,61,02,01,T,T,50,750,300,150,70,750,300,40,3000,750,750,40,7000,3000
40007919,01,01,1130,1132,2,0.269,04,1,1,01,-1,-1,-1,-1,-1,02,01,02,01,01,2,0,2,01,02,HBO,1,01,-1,02,70,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400079190101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,07,01,2,3,06,2,NY,36,2,1,201703,01,10,01,05,01,02,06,01,252.8,02,01,21,01,02,35620,02,62,03,02,01,01,01,01,25125.3936532965,04,0.2999619,62,02,03,T,T,30,300,300,150,20,300,50,30,300,300,150,20,300,50
40408170,01,02,1715,1745,30,17.773,04,0,0,01,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,HBW,-9,02,17.773,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404081700102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,01,2,2,07,2,NY,36,2,2,201702,01,02,02,04,02,04,06,02,255.8,02,01,22,06,02,40380,02,46,04,01,01,01,01,01,19049.4747504586,01,19.0793155,46,01,03,R,R,05,50,50,25,05,50,50,20,300,50,75,20,300,50
30252213,01,01,1140,1150,10,3.582,04,0,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBO,10,02,3.582,01,40,01,02,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,302522130101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,03,01,5,4,06,3,NY,36,5,1,201608,01,08,03,03,02,01,03,01,231.0,02,01,23,01,02,XXXXX,02,49,05,02,04,01,02,01,104306.818736742,04,3.9942882,49,02,03,T,T,80,1500,750,750,80,1500,750,05,750,300,750,05,1500,750
40729849,01,02,1503,1509,6,1.76,04,1,0,02,-1,-1,-1,-1,-1,01,06,02,01,01,1,1,2,02,02,HBO,-9,01,1.76,01,01,01,02,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,407298490102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,01,5,3,11,3,TX,48,2,1,201611,01,06,02,04,02,01,04,01,203.2,07,03,72,01,02,12420,02,46,05,02,06,01,02,01,219673.449453955,04,1.962576,46,02,03,S,S,05,3000,750,1500,0,3000,750,50,7000,3000,3000,30,3000,1500
40379503,02,10,1830,1835,5,0.755,04,1,1,02,-1,-1,-1,-1,-1,01,11,02,01,01,2,0,2,01,02,NHB,40,02,-1,02,40,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403795030210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,04,01,2,3,11,2,KS,20,2,0,201611,01,10,02,04,02,01,04,01,208.7,04,02,42,01,02,28140,01,58,04,01,06,02,02,01,510472.005953915,03,0.8419005,58,01,03,C,C,60,7000,3000,3000,50,3000,1500,60,7000,3000,3000,50,3000,1500
40291986,01,02,1100,1115,15,1.852,06,2,2,01,-1,-1,-1,-1,-1,02,11,02,01,01,3,0,3,01,02,NHB,35,01,-1,02,40,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402919860102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,07,01,3,2,06,2,CA,06,2,1,201612,01,06,03,01,02,01,01,01,265.9,09,04,93,01,02,XXXXX,02,43,05,02,97,01,02,01,26904.7508438176,03,2.0651652,43,02,04,S,C,60,3000,1500,750,40,1500,750,50,1500,750,750,60,3000,1500
40542177,03,03,1635,1640,5,0.495,04,2,2,01,-1,-1,-1,-1,-1,01,06,02,01,01,3,0,3,01,02,HBO,-9,02,-1,02,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405421770303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,02,3,1,09,1,IA,19,1,1,201703,01,03,03,01,02,01,01,01,227.6,04,02,43,01,02,XXXXX,02,5,-1,01,-1,02,-1,-1,19192.6464873194,05,0.5519745,5,01,03,C,C,30,300,50,150,40,7000,1500,30,300,50,150,40,7000,1500
40592093,02,05,1229,1234,5,0.256,04,0,0,01,-1,-1,-1,-1,-1,02,11,02,01,01,1,0,1,02,02,NHB,28,02,0.256,01,40,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405920930205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,02,01,2,2,06,2,CA,06,2,1,201703,01,10,02,04,02,01,04,01,292.0,09,04,92,03,02,40900,02,56,03,02,01,01,01,01,31272.0379924739,03,0.2854656,56,02,03,S,S,05,1500,750,750,20,1500,750,05,1500,750,750,05,3000,750
40217285,01,04,1430,1445,15,4.728,04,1,0,01,-1,-1,-1,-1,-1,01,03,02,01,01,1,1,2,02,02,NHB,15,02,4.728,01,70,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402172850104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,05,02,2,1,06,1,CA,06,1,1,201703,01,03,03,02,02,01,01,01,290.3,09,04,93,01,02,XXXXX,02,31,04,02,01,01,01,01,30164.181422364,04,5.2721928,31,02,03,C,S,60,7000,3000,3000,50,7000,3000,50,750,300,350,70,300,50
40059818,02,03,1601,1615,14,1.071,03,1,1,01,-1,-1,-1,-1,-1,01,06,02,01,01,2,0,2,01,02,NHB,75,02,-1,02,40,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400598180203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,03,01,2,1,06,2,NY,36,2,0,201611,01,10,03,02,02,01,01,01,243.2,02,01,23,01,02,XXXXX,02,74,04,02,06,01,02,01,16797.7131165305,03,1.1942721,74,02,01,S,S,20,3000,1500,1500,20,3000,1500,20,3000,1500,1500,05,1500,750
40006424,01,07,1940,2000,20,5.829,03,0,0,02,-1,-1,-1,-1,-1,01,17,02,01,01,1,0,1,02,02,HBSOCREC,-9,02,5.829,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400064240107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,01,1,2,07,1,NJ,34,1,1,201702,01,01,01,05,01,01,05,01,259.4,02,01,21,01,02,35620,01,61,04,02,01,01,01,01,1252174.20619382,08,6.4999179,61,02,01,S,U,05,7000,3000,3000,0,3000,1500,40,7000,3000,5000,30,7000,3000
30093867,01,13,1500,1507,7,2.629,04,1,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,1,2,02,02,NHB,1,02,2.629,01,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300938670113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,06,02,1,1,09,1,AZ,04,1,1,201608,01,01,03,01,02,02,06,01,267.7,08,04,83,01,02,XXXXX,02,45,05,02,01,01,01,01,30225.9954229111,04,2.9315979,45,02,03,C,C,80,3000,750,1500,70,1500,300,30,1500,300,750,05,7000,1500
40141630,01,04,1730,1823,53,37.991,03,0,0,02,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,HBW,-9,02,37.991,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401416300104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,2,2,09,2,TX,48,2,1,201612,01,10,02,05,02,01,04,01,209.2,07,03,72,01,02,19100,02,65,05,01,01,01,01,01,28791.3728268248,01,40.7833385,65,01,01,S,T,70,750,750,350,70,750,300,50,1500,750,750,60,1500,300
30239237,01,03,1031,1051,20,7.311,04,0,0,01,-1,-1,-1,-1,-1,01,06,02,01,01,1,0,1,02,02,NHB,126,01,7.311,01,40,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,302392370103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,07,01,4,3,09,2,GA,13,2,2,201610,01,04,01,05,01,01,05,01,235.0,05,03,51,01,02,12060,02,31,04,02,01,01,01,01,814801.729978245,04,8.1524961,31,02,03,T,T,05,1500,750,750,05,1500,300,05,1500,750,750,20,1500,750
40250180,01,02,0757,0839,42,19.81,06,0,0,02,-1,-1,-1,-1,-1,01,06,02,01,01,1,0,1,02,02,HBO,261,02,19.81,01,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402501800102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,3,2,05,3,TX,48,3,3,201611,01,02,02,05,02,01,04,01,203.2,07,03,72,01,02,19100,02,34,03,01,01,01,01,01,161181.422673655,04,22.090131,34,01,04,C,C,70,7000,3000,3000,80,17000,7000,40,7000,1500,3000,30,3000,1500
30355191,01,06,1450,1455,5,1.084,06,2,1,03,-1,-1,-1,-1,-1,01,06,02,01,01,2,1,3,02,02,NHB,1,02,1.084,01,70,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303551910106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,04,01,3,4,08,2,MA,25,2,2,201604,01,06,03,03,02,01,03,01,228.4,01,01,13,01,02,XXXXX,01,48,03,01,01,01,01,01,4989529.46817472,04,1.2087684,48,01,04,S,S,20,1500,750,750,20,3000,1500,50,7000,1500,1500,60,7000,3000
30113978,01,06,1745,1755,10,5.914,04,4,4,01,-1,-1,-1,-1,-1,02,11,02,01,01,5,0,5,01,02,HBSHOP,-9,02,-1,02,01,01,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,301139780106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,02,5,2,05,1,NC,37,2,1,201611,01,04,03,03,02,04,06,02,232.4,05,03,53,01,01,XXXXX,02,31,02,01,05,01,02,02,954744.080053567,05,6.5947014,31,01,03,R,R,05,300,50,75,20,50,50,05,300,300,150,20,300,50
