,race,age,gender
1404646,other,child,female
878239,white,adult,male
83795,white,senior,female
463625,white,child,male
545429,other,adult,female
1693370,white,young-adult,male
1080326,asian,tenager,female
1124934,white,adult,male
1737149,white,adult,female
424458,white,senior,male
436469,white,tenager,male
99733,white,tenager,female
1718280,other,adult,female
1602023,other,senior,male
759646,other,adult,male
1590138,other,adult,female
504789,white,adult,female
1626722,other,adult,female
1252062,white,senior,male
1636417,white,child,female
1495180,asian,child,male
401168,white,young-adult,male
1109204,white,adult,female
1388258,white,adult,female
404717,black,child,male
941805,white,senior,male
484897,other,adult,female
1297222,black,adult,female
753566,asian,adult,male
935081,white,senior,female
928042,white,young-adult,male
282170,white,senior,female
403747,white,adult,female
1193224,white,tenager,female
1380027,white,senior,male
1591206,white,adult,female
566490,white,adult,male
652049,black,adult,female
1285425,white,adult,female
1343511,white,adult,male
845466,white,adult,female
836903,white,adult,female
1607725,other,tenager,male
218454,white,senior,female
863679,white,young-adult,male
1403413,white,tenager,male
1437882,white,senior,female
1620052,other,young-adult,male
1698819,asian,tenager,female
744599,white,adult,male
1070251,white,adult,female
344780,asian,adult,male
1727305,white,senior,male
1711996,white,adult,male
811838,asian,senior,female
992975,white,senior,male
1662208,white,senior,male
71667,white,senior,male
53968,white,senior,male
403640,white,young-adult,female
1588514,white,senior,female
1726432,other,adult,female
318053,asian,adult,female
1705071,black,adult,female
808277,asian,adult,male
335923,asian,adult,female
1577773,white,tenager,female
777515,asian,adult,female
283703,white,young-adult,female
417,asian,adult,female
1277314,white,tenager,female
599958,black,tenager,male
444746,asian,adult,female
1757717,white,tenager,male
1156415,other,adult,female
1260364,white,young-adult,female
1040681,white,tenager,male
1508665,white,young-adult,male
1716725,other,tenager,female
26861,white,adult,female
1556537,white,young-adult,male
1883019,white,child,male
1426527,black,senior,female
125773,asian,tenager,male
561434,white,senior,male
382812,white,young-adult,male
1776506,asian,child,female
90775,asian,senior,female
1307997,asian,adult,male
945028,white,tenager,male
749222,white,senior,male
1020446,white,adult,female
1155173,asian,adult,male
1248917,white,tenager,female
982549,white,tenager,female
624738,white,young-adult,female
1023372,other,child,male
1726736,black,senior,male
1212567,white,adult,female
474320,other,adult,female
1860996,asian,adult,male
1522327,asian,young-adult,male
421014,white,adult,male
1235943,white,tenager,male
106471,white,adult,male
1712449,black,tenager,male
645846,asian,senior,male
1026130,white,tenager,male
769223,white,senior,male
1879258,white,senior,female
1873903,black,tenager,female
1035028,other,young-adult,female
32888,other,adult,male
48296,white,child,male
1299205,white,adult,female
682069,white,tenager,female
108993,asian,young-adult,female
807575,white,adult,female
514548,white,senior,male
639667,black,senior,female
455898,native,senior,male
1793260,asian,adult,male
1840572,white,senior,female
1506339,white,adult,female
140046,white,senior,female
1881075,asian,senior,female
546121,white,senior,male
702158,white,young-adult,male
1477779,white,adult,male
1493251,white,senior,male
508337,asian,adult,female
1605881,black,tenager,female
642997,white,adult,male
377282,black,senior,male
1848179,white,adult,female
710183,white,young-adult,male
714421,asian,senior,female
1443793,other,adult,male
938668,black,senior,male
1065367,other,adult,male
770496,white,senior,female
748013,white,adult,male
1488276,other,tenager,female
104987,white,adult,female
486739,white,tenager,female
79869,white,adult,male
786093,white,tenager,male
175880,black,child,male
978572,white,adult,female
1408460,other,adult,female
764301,white,child,female
1477850,white,adult,male
951430,white,adult,female
1473398,white,senior,male
1434306,white,senior,female
1621833,white,senior,female
1570629,white,adult,male
902432,white,adult,male
228360,other,adult,male
815826,white,adult,female
1534794,white,adult,female
163896,white,adult,female
307386,white,tenager,male
1221494,other,senior,male
1492092,asian,adult,female
858795,asian,tenager,male
1403370,white,tenager,male
736735,other,adult,male
50168,black,senior,male
72820,white,senior,male
351283,white,tenager,male
731542,asian,tenager,male
1370647,white,senior,male
814169,other,adult,male
860623,asian,child,female
735465,white,adult,female
179952,white,senior,female
978015,white,young-adult,female
848200,white,young-adult,female
653749,white,tenager,male
329827,white,adult,male
1021276,asian,senior,male
336922,white,adult,female
1049724,white,adult,male
1134095,white,young-adult,female
1695037,black,adult,female
521394,white,adult,female
54924,other,adult,male
104731,white,senior,female
1529713,asian,senior,male
888482,white,senior,male
638047,white,senior,male
770459,white,tenager,male
1663127,asian,tenager,male
941829,white,tenager,male
1708041,white,adult,female
1721159,white,senior,female
1517888,white,young-adult,female
304715,white,child,male
1068378,other,young-adult,female
1231364,white,adult,male
536327,asian,senior,female
1008526,white,child,female
468531,white,adult,male
1802423,asian,adult,female
1319230,asian,adult,female
931812,asian,adult,female
168016,white,adult,female
1433036,white,senior,female
457056,white,adult,female
235881,black,tenager,female
1613643,white,adult,male
984416,white,adult,female
1506239,white,senior,female
476407,other,adult,male
1430088,asian,adult,male
250489,white,senior,male
1840273,black,adult,male
641218,white,adult,male
1088491,asian,adult,female
195139,black,adult,male
1822930,white,adult,male
1169147,other,tenager,male
500168,white,adult,male
1837303,white,adult,male
1027928,white,senior,female
739355,white,tenager,female
959266,white,young-adult,male
20986,black,adult,male
1164665,white,adult,female
1867059,white,senior,male
1257067,white,young-adult,male
1760979,asian,adult,female
1342776,black,young-adult,female
1565301,asian,adult,female
926588,native,adult,female
1754727,asian,senior,male
1141429,black,adult,male
1064443,asian,adult,female
277443,white,tenager,male
69501,white,tenager,male
1486842,asian,adult,male
912157,black,adult,male
1678748,black,tenager,male
1752842,white,adult,female
1703965,white,adult,female
296264,white,tenager,male
720047,white,adult,female
343184,black,adult,male
664875,black,adult,male
1327678,asian,senior,male
1647291,white,adult,male
1203196,white,tenager,female
1372213,white,senior,female
1702397,white,senior,female
1455416,asian,adult,female
1677342,white,senior,female
132449,white,tenager,male
138043,white,adult,female
704075,white,adult,female
1710428,white,senior,female
1633460,white,senior,female
862649,other,adult,female
1059130,white,adult,male
1424074,white,adult,male
1710586,asian,child,female
1065732,white,senior,male
1445379,white,adult,male
1000972,white,senior,female
585073,white,child,female
1274238,white,senior,male
1600301,white,adult,female
1085863,other,adult,male
1141512,white,young-adult,female
1688804,asian,tenager,male
638434,other,tenager,male
472126,other,child,male
1500491,white,senior,female
895188,asian,adult,male
1297114,white,tenager,male
1057414,white,adult,female
1813357,white,senior,male
1045522,white,adult,female
134491,asian,adult,female
1355233,white,senior,male
781435,white,child,female
1594449,asian,tenager,male
104138,white,senior,female
157130,black,senior,female
1615157,white,tenager,male
673,white,child,female
1581182,white,tenager,male
1095206,black,adult,male
259255,white,adult,female
744030,other,tenager,male
225093,white,adult,male
327142,black,child,female
795650,asian,tenager,female
1841356,white,adult,female
1293356,white,tenager,male
229295,black,adult,male
83299,white,child,male
940637,asian,adult,female
367152,white,child,male
1575257,white,adult,female
1093358,asian,adult,female
870279,white,adult,male
217780,white,senior,male
5054,other,adult,male
325782,white,tenager,male
965388,black,adult,female
1665670,asian,adult,female
1484796,asian,senior,female
913847,asian,child,female
381905,white,child,male
115842,other,adult,male
827230,asian,senior,male
44245,white,adult,male
519112,asian,child,female
1083048,white,senior,female
1690957,white,adult,male
997801,white,adult,male
632581,other,tenager,female
1402124,white,adult,male
894692,black,senior,male
358331,white,adult,female
958326,white,adult,male
1572776,white,adult,male
1588822,other,adult,male
1499449,white,senior,male
113860,native,senior,female
1404198,white,tenager,female
1604588,white,adult,male
1603192,other,adult,female
371806,white,adult,female
173227,asian,tenager,male
810679,white,child,male
341436,other,adult,male
1443938,white,child,male
1075930,black,adult,male
1463452,other,tenager,male
180486,white,adult,female
1261800,asian,tenager,male
550151,white,adult,female
1758516,black,adult,male
177470,asian,tenager,male
284078,white,senior,female
51323,white,adult,male
1738763,white,tenager,male
789868,white,senior,female
1815389,white,adult,male
1585690,white,adult,female
1285409,asian,adult,male
437464,black,adult,male
210004,white,senior,female
476857,white,adult,male
1857130,white,senior,female
1740780,pacific-islander,adult,female
69103,white,adult,female
1802277,black,young-adult,female
104732,other,young-adult,female
1469362,other,tenager,male
257014,black,adult,female
1797767,asian,adult,female
26512,white,adult,male
994062,white,tenager,female
498356,asian,young-adult,male
176826,white,adult,male
1537858,other,adult,male
336896,asian,adult,female
1630033,white,senior,female
1201117,black,adult,male
416389,other,adult,female
783794,asian,adult,male
1041113,white,tenager,male
1749866,white,tenager,male
998167,other,tenager,female
19668,white,tenager,female
243012,asian,adult,female
785359,white,adult,male
287468,white,adult,female
637943,white,young-adult,male
1869145,asian,adult,female
1814443,other,adult,female
9123,white,young-adult,female
449003,white,tenager,male
1485698,asian,adult,female
966313,white,senior,male
514187,white,adult,female
649424,other,tenager,male
725870,white,adult,male
1039022,other,adult,female
246581,white,adult,female
1575895,white,adult,male
1337337,white,tenager,male
1308671,asian,adult,female
162484,asian,adult,female
900649,white,young-adult,male
1480829,asian,senior,male
924856,asian,adult,female
803032,white,child,male
891411,white,tenager,male
988640,white,tenager,female
648771,white,child,male
1644799,white,adult,male
698215,white,adult,male
1239379,white,adult,male
1423141,other,adult,female
59215,white,adult,male
640443,white,child,female
897115,white,adult,male
648173,black,senior,female
836478,white,tenager,male
1767610,white,senior,male
196323,white,adult,male
747190,white,tenager,female
816833,white,senior,male
749483,white,adult,female
