,SERIALNO,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,HHSIZE,LAT,LON
332,2021HU1395044,2.0,9,1.0,tenager,below-high,female,5,9.08279,7.47638
333,2021HU1395044,2.0,9,1.0,tenager,below-high,female,5,9.08278,7.47638
334,2021HU0856233,3.0,6,1.0,adult,High-school,male,4,9.05126,7.50781
335,2021HU0856233,3.0,6,1.0,adult,High-school,male,4,9.051269999999999,7.50781
336,2021HU0856233,3.0,6,1.0,adult,High-school,male,4,9.05126,7.50781
337,2021HU0856233,3.0,6,1.0,adult,High-school,male,4,9.051269999999999,7.50781
338,2018HU0330510,1.0,3,1.0,adult,High-school,male,1,9.06583,7.42562
339,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
340,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
341,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
342,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
343,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
344,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
345,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
346,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
347,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
348,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
349,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
350,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
351,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05025,7.48701
352,2020HU0776633,3.0,8,2.0,child,below-high,male,14,9.05026,7.48701
353,2018HU0050272,3.0,7,1.0,tenager,below-high,female,1,9.03372,7.46939
354,2017000436745,3.0,10,2.0,tenager,below-high,female,2,9.05399,7.47439
355,2017000436745,3.0,10,2.0,tenager,below-high,female,2,9.054,7.47439
356,2017000070041,2.0,4,1.0,senior,High-school,female,1,9.0741,7.4515
357,2020HU0738019,3.0,9,3.0,adult,college,female,1,9.11747,7.40234
358,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
359,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
360,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
361,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
362,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
363,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
364,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
365,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
366,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
367,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
368,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
369,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
370,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00125,7.45439
371,2018HU1141519,1.0,7,1.0,adult,college,female,14,9.00126,7.45439
372,2021HU0020582,3.0,5,2.0,tenager,below-high,male,6,9.07638,7.48948
373,2021HU0020582,3.0,5,2.0,tenager,below-high,male,6,9.07639,7.48948
374,2021HU0020582,3.0,5,2.0,tenager,below-high,male,6,9.07638,7.48948
375,2021HU0020582,3.0,5,2.0,tenager,below-high,male,6,9.07639,7.48948
376,2021HU0020582,3.0,5,2.0,tenager,below-high,male,6,9.07638,7.48948
377,2021HU0020582,3.0,5,2.0,tenager,below-high,male,6,9.07639,7.48948
378,2019HU0618899,3.0,9,1.0,adult,college,male,2,9.07692,7.49403
379,2019HU0618899,3.0,9,1.0,adult,college,male,2,9.076929999999999,7.49403
380,2019HU1322628,3.0,6,2.0,tenager,below-high,female,2,9.07523,7.46814
381,2019HU1322628,3.0,6,2.0,tenager,below-high,female,2,9.075239999999999,7.46814
382,2018HU0283991,3.0,10,2.0,tenager,below-high,male,2,9.02223,7.48141
383,2018HU0283991,3.0,10,2.0,tenager,below-high,male,2,9.02224,7.48141
384,2019HU0539718,3.0,8,3.0,senior,Bachelor,male,1,9.08479,7.48366
385,2020HU0355470,3.0,3,1.0,tenager,below-high,male,2,9.10606,7.48348
386,2020HU0355470,3.0,3,1.0,tenager,below-high,male,2,9.106069999999999,7.48348
387,2018HU1158341,2.0,9,1.0,adult,Graduate,male,1,9.03772,7.50426
388,2019HU1399390,2.0,7,2.0,tenager,below-high,female,1,9.11744,7.45528
389,2019HU0328727,3.0,8,1.0,child,below-high,male,1,9.08652,7.49147
390,2017000791644,3.0,5,2.0,tenager,below-high,male,1,8.97729,7.3582
391,2017001360577,3.0,8,3.0,adult,High-school,female,2,9.07946,7.50027
392,2017001360577,3.0,8,3.0,adult,High-school,female,2,9.079469999999999,7.50027
393,2020HU0496748,1.0,6,2.0,child,below-high,male,1,9.03714,7.58008
394,2021HU0853261,2.0,9,3.0,adult,college,female,5,9.0905,7.48394
395,2021HU0853261,2.0,9,3.0,adult,college,female,5,9.09051,7.48394
396,2021HU0853261,2.0,9,3.0,adult,college,female,5,9.0905,7.48394
397,2021HU0853261,2.0,9,3.0,adult,college,female,5,9.09051,7.48394
398,2021HU0853261,2.0,9,3.0,adult,college,female,5,9.0905,7.48394
399,2019HU1246066,3.0,8,3.0,young-adult,college,male,1,8.98219,7.56027
400,2020HU0569585,3.0,8,3.0,adult,Bachelor,male,2,9.07502,7.47922
401,2020HU0569585,3.0,8,3.0,adult,Bachelor,male,2,9.07503,7.47922
402,2021HU0467565,3.0,5,1.0,child,below-high,male,3,8.96586,7.43866
403,2021HU0467565,3.0,5,1.0,child,below-high,male,3,8.965869999999999,7.43866
404,2021HU0467565,3.0,5,1.0,child,below-high,male,3,8.96586,7.43866
405,2018HU1007256,3.0,9,3.0,senior,Graduate,male,1,9.09314,7.48402
406,2021HU1181148,1.0,8,3.0,adult,below-high,male,2,9.08731,7.47848
407,2021HU1181148,1.0,8,3.0,adult,below-high,male,2,9.08732,7.47848
408,2017000966814,3.0,8,3.0,tenager,college,female,3,9.10011,7.47928
409,2017000966814,3.0,8,3.0,tenager,college,female,3,9.10012,7.47928
410,2017000966814,3.0,8,3.0,tenager,college,female,3,9.10011,7.47928
411,2018HU0090182,2.0,7,2.0,adult,High-school,male,3,9.04313,7.53078
412,2018HU0090182,2.0,7,2.0,adult,High-school,male,3,9.04314,7.53078
413,2018HU0090182,2.0,7,2.0,adult,High-school,male,3,9.04313,7.53078
414,2017000519744,2.0,7,2.0,tenager,below-high,female,1,9.02846,7.47815
415,2017000252268,3.0,6,2.0,adult,Graduate,female,2,9.03233,7.47146
416,2017000252268,3.0,6,2.0,adult,Graduate,female,2,9.03234,7.47146
417,2017000351877,2.0,5,2.0,child,below-high,male,1,9.05357,7.52575
418,2018HU0924420,2.0,7,2.0,adult,college,male,2,9.03921,7.41207
419,2018HU0924420,2.0,7,2.0,adult,college,male,2,9.03922,7.41207
420,2021HU0320864,2.0,4,1.0,tenager,below-high,male,1,9.08366,7.46972
421,2018HU0704170,3.0,7,3.0,adult,High-school,female,3,9.10244,7.48662
422,2018HU0704170,3.0,7,3.0,adult,High-school,female,3,9.10245,7.48662
423,2018HU0704170,3.0,7,3.0,adult,High-school,female,3,9.10244,7.48662
424,2018HU1251903,3.0,9,2.0,adult,Graduate,male,1,9.10306,7.48614
425,2018HU1382097,1.0,2,0.0,adult,below-high,female,1,9.08054,7.48608
426,2018HU0932521,2.0,7,2.0,child,below-high,male,2,9.07489,7.39675
427,2018HU0932521,2.0,7,2.0,child,below-high,male,2,9.0749,7.39675
428,2020HU0735458,3.0,8,2.0,adult,Bachelor,male,1,9.06313,7.42727
429,2021HU0481568,2.0,4,1.0,child,below-high,female,2,9.07367,7.47846
430,2021HU0481568,2.0,4,1.0,child,below-high,female,2,9.07368,7.47846
431,2021HU0660508,2.0,5,1.0,tenager,below-high,male,6,9.06387,7.47528
432,2021HU0660508,2.0,5,1.0,tenager,below-high,male,6,9.06388,7.47528
433,2021HU0660508,2.0,5,1.0,tenager,below-high,male,6,9.06387,7.47528
434,2021HU0660508,2.0,5,1.0,tenager,below-high,male,6,9.06388,7.47528
435,2021HU0660508,2.0,5,1.0,tenager,below-high,male,6,9.06387,7.47528
436,2021HU0660508,2.0,5,1.0,tenager,below-high,male,6,9.06388,7.47528
437,2019HU1125739,3.0,8,2.0,tenager,below-high,female,2,9.07224,7.40432
438,2019HU1125739,3.0,8,2.0,tenager,below-high,female,2,9.07225,7.40432
439,2020HU0035434,3.0,5,2.0,tenager,below-high,male,1,9.09543,7.49335
440,2019HU1134097,3.0,8,3.0,adult,college,male,1,9.09947,7.40427
441,2019HU0482325,2.0,10,3.0,tenager,below-high,male,1,9.0326,7.49744
442,2020HU0220712,3.0,8,2.0,child,below-high,male,2,9.05069,7.45185
443,2020HU0220712,3.0,8,2.0,child,below-high,male,2,9.050699999999999,7.45185
444,2020HU0398858,3.0,9,3.0,child,below-high,male,2,9.08524,7.48241
445,2020HU0398858,3.0,9,3.0,child,below-high,male,2,9.08525,7.48241
446,2017000540940,3.0,8,3.0,tenager,below-high,male,1,9.08675,7.4906
447,2017001190359,3.0,8,3.0,tenager,college,female,1,9.0467,7.49441
448,2018HU0073156,3.0,4,1.0,child,below-high,female,2,9.06105,7.42558
449,2018HU0073156,3.0,4,1.0,child,below-high,female,2,9.06106,7.42558
450,2018HU1076132,2.0,5,2.0,adult,High-school,female,1,9.1024,7.49433
451,2021HU0268572,2.0,6,2.0,child,below-high,male,2,9.04048,7.46447
452,2021HU0268572,2.0,6,2.0,child,below-high,male,2,9.04049,7.46447
453,2020HU0777141,2.0,8,1.0,adult,below-high,male,1,9.07224,7.40448
454,2020HU0056764,3.0,7,3.0,tenager,below-high,female,1,9.06515,7.47659
455,2019HU0092599,3.0,7,2.0,tenager,below-high,female,1,8.94086,7.54921
456,2019HU0856444,3.0,8,3.0,tenager,below-high,female,1,9.02828,7.57791
457,2020HU1074434,2.0,5,2.0,child,below-high,male,3,9.00286,7.56016
458,2020HU1074434,2.0,5,2.0,child,below-high,male,3,9.00287,7.56016
459,2020HU1074434,2.0,5,2.0,child,below-high,male,3,9.00286,7.56016
460,2021HU0184171,3.0,9,3.0,adult,college,male,1,9.06677,7.44075
461,2020HU0818764,3.0,6,2.0,senior,High-school,male,1,9.07625,7.4716
462,2020HU1100448,3.0,10,2.0,tenager,below-high,female,1,9.05758,7.45901
463,2020HU0421885,3.0,7,3.0,child,below-high,female,1,9.01373,7.57711
464,2018HU0616964,2.0,2,0.0,child,below-high,male,1,9.06902,7.45024
465,2021HU0777518,1.0,6,1.0,tenager,below-high,male,1,9.0449,7.51866
466,2017000673837,3.0,7,2.0,tenager,below-high,female,1,9.04293,7.50863
467,2021HU0799034,2.0,8,3.0,tenager,below-high,male,1,9.08396,7.47455
468,2019HU0417431,2.0,6,2.0,child,below-high,female,3,9.04237,7.48662
469,2019HU0417431,2.0,6,2.0,child,below-high,female,3,9.04238,7.48662
470,2019HU0417431,2.0,6,2.0,child,below-high,female,3,9.04237,7.48662
471,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
472,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
473,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
474,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
475,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
476,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
477,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
478,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
479,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
480,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
481,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
482,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
483,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
484,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
485,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
486,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
487,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
488,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
489,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
490,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
491,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
492,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
493,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
494,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
495,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
496,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
497,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
498,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
499,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
500,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07485,7.3962
501,2017000887728,2.0,6,2.0,tenager,below-high,male,31,9.07484,7.3962
502,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.092,7.48812
503,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.09201,7.48812
504,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.092,7.48812
505,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.09201,7.48812
506,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.092,7.48812
507,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.09201,7.48812
508,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.092,7.48812
509,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.09201,7.48812
510,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.092,7.48812
511,2017000750941,2.0,6,1.0,adult,Bachelor,female,10,9.09201,7.48812
512,2018HU0473878,3.0,8,1.0,child,below-high,male,1,9.07241,7.45802
513,2021HU0688596,2.0,8,3.0,senior,below-high,male,5,9.06955,7.41334
514,2021HU0688596,2.0,8,3.0,senior,below-high,male,5,9.06956,7.41334
515,2021HU0688596,2.0,8,3.0,senior,below-high,male,5,9.06955,7.41334
516,2021HU0688596,2.0,8,3.0,senior,below-high,male,5,9.06956,7.41334
517,2021HU0688596,2.0,8,3.0,senior,below-high,male,5,9.06955,7.41334
518,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
519,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
520,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
521,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
522,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
523,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
524,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
525,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
526,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
527,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
528,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
529,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
530,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06296,7.41616
531,2021HU0306564,2.0,10,2.0,adult,Graduate,female,14,9.06297,7.41616
532,2019HU0855217,3.0,6,2.0,adult,Graduate,male,1,9.08093,7.49692
533,2020HU0432525,2.0,6,1.0,tenager,below-high,male,2,9.02958,7.48084
534,2020HU0432525,2.0,6,1.0,tenager,below-high,male,2,9.029589999999999,7.48084
535,2020HU0534509,3.0,7,3.0,adult,college,female,2,9.07854,7.39069
536,2020HU0534509,3.0,7,3.0,adult,college,female,2,9.07855,7.39069
537,2017000913736,0.0,3,2.0,adult,below-high,male,1,9.00535,7.46686
538,2021HU0323372,3.0,7,2.0,tenager,below-high,male,1,9.07257,7.46543
539,2021HU1026632,3.0,7,3.0,senior,college,female,3,9.02513,7.58613
540,2021HU1026632,3.0,7,3.0,senior,college,female,3,9.02514,7.58613
541,2021HU1026632,3.0,7,3.0,senior,college,female,3,9.02513,7.58613
542,2019HU0928634,3.0,10,3.0,tenager,below-high,male,1,9.01715,7.47606
543,2018HU1231684,2.0,7,1.0,tenager,below-high,male,3,9.03277,7.39652
544,2018HU1231684,2.0,7,1.0,tenager,below-high,male,3,9.032779999999999,7.39652
545,2018HU1231684,2.0,7,1.0,tenager,below-high,male,3,9.03277,7.39652
546,2019HU0640323,2.0,6,2.0,adult,below-high,male,6,9.0712,7.49136
547,2019HU0640323,2.0,6,2.0,adult,below-high,male,6,9.071209999999999,7.49136
548,2019HU0640323,2.0,6,2.0,adult,below-high,male,6,9.0712,7.49136
549,2019HU0640323,2.0,6,2.0,adult,below-high,male,6,9.071209999999999,7.49136
550,2019HU0640323,2.0,6,2.0,adult,below-high,male,6,9.0712,7.49136
551,2019HU0640323,2.0,6,2.0,adult,below-high,male,6,9.071209999999999,7.49136
552,2017000226910,1.0,6,2.0,adult,below-high,male,1,9.08577,7.48127
553,2020HU0447000,2.0,8,2.0,tenager,below-high,male,1,9.07782,7.47373
554,2020HU0701798,3.0,10,1.0,adult,Graduate,female,2,9.08297,7.47618
555,2020HU0701798,3.0,10,1.0,adult,Graduate,female,2,9.08298,7.47618
556,2017000379266,3.0,7,1.0,adult,High-school,male,1,8.96406,7.36038
557,2018HU1056887,1.0,2,1.0,tenager,below-high,female,1,9.07815,7.46365
558,2017000567385,2.0,8,2.0,adult,Bachelor,female,3,9.0705,7.43714
559,2017000567385,2.0,8,2.0,adult,Bachelor,female,3,9.070509999999999,7.43714
560,2017000567385,2.0,8,2.0,adult,Bachelor,female,3,9.0705,7.43714
561,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
562,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
563,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
564,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
565,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
566,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
567,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
568,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
569,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
570,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
571,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
572,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
573,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
574,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
575,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
576,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
577,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
578,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
579,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
580,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
581,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
582,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
583,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
584,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
585,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
586,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
587,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
588,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
589,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
590,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
591,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87967,7.23107
592,2020HU0721778,2.0,8,3.0,adult,High-school,female,32,8.87968,7.23107
593,2019HU0628811,1.0,4,2.0,adult,High-school,female,1,9.10719,7.48548
594,2018HU0518047,3.0,6,1.0,child,below-high,female,2,9.10821,7.4812
595,2018HU0518047,3.0,6,1.0,child,below-high,female,2,9.10822,7.4812
596,2018HU0965158,3.0,6,2.0,tenager,below-high,female,1,9.04104,7.50061
597,2020HU0547795,1.0,6,1.0,adult,High-school,male,1,9.11465,7.40951
598,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91553,7.26149
599,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91554,7.26149
600,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91553,7.26149
601,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91554,7.26149
602,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91553,7.26149
603,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91554,7.26149
604,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91553,7.26149
605,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91554,7.26149
606,2018HU0716510,2.0,8,2.0,tenager,below-high,male,9,8.91553,7.26149
607,2017001147540,3.0,6,2.0,tenager,below-high,female,5,9.07105,7.40364
608,2017001147540,3.0,6,2.0,tenager,below-high,female,5,9.07106,7.40364
609,2017001147540,3.0,6,2.0,tenager,below-high,female,5,9.07105,7.40364
610,2017001147540,3.0,6,2.0,tenager,below-high,female,5,9.07106,7.40364
611,2017001147540,3.0,6,2.0,tenager,below-high,female,5,9.07105,7.40364
612,2017000485745,2.0,6,2.0,adult,college,female,2,9.1426,7.31094
613,2017000485745,2.0,6,2.0,adult,college,female,2,9.14261,7.31094
614,2018HU0879422,2.0,8,2.0,child,below-high,female,1,9.09694,7.47784
615,2021HU0194567,3.0,9,3.0,child,below-high,female,1,9.07215,7.40368
616,2021HU0466005,3.0,6,1.0,adult,college,female,2,9.08826,7.47816
617,2021HU0466005,3.0,6,1.0,adult,college,female,2,9.08827,7.47816
618,2021HU1331081,3.0,9,2.0,tenager,below-high,female,2,9.007,7.47126
619,2021HU1331081,3.0,9,2.0,tenager,below-high,female,2,9.00701,7.47126
620,2018HU0780874,3.0,8,2.0,tenager,below-high,male,2,8.96693,7.43882
621,2018HU0780874,3.0,8,2.0,tenager,below-high,male,2,8.96694,7.43882
622,2019HU0015084,3.0,9,3.0,adult,Graduate,female,2,9.07054,7.44371
623,2019HU0015084,3.0,9,3.0,adult,Graduate,female,2,9.070549999999999,7.44371
624,2021HU0399199,3.0,6,3.0,child,below-high,female,16,9.10536,7.4245
625,2021HU0399199,3.0,6,3.0,child,below-high,female,16,9.105369999999999,7.4245
626,2021HU0399199,3.0,6,3.0,child,below-high,female,16,9.10536,7.4245
627,2021HU0399199,3.0,6,3.0,child,below-high,female,16,9.105369999999999,7.4245
628,2021HU0399199,3.0,6,3.0,child,below-high,female,16,9.10536,7.4245
629,2021HU0399199,3.0,6,3.0,child,below-high,female,16,9.105369999999999,7.4245
